#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-4A0587AFD5D49EA-2A362F811F47AD09
#datatype	hitsStandard Results
#status	0
#Start time	2018-02-21T16:48:25	Run time	0:00:06:26
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#7 - >lcl|CU928160.2_prot_CAQ96898.1_7 [gene=yaaJ] [locus_tag=ECIAI1_0007] [db_xref=EnsemblGenomes-Gn:ECIAI1_0007,EnsemblGenomes-Tr:CAQ96898,GOA:B7M0A4,InterPro:IPR001463,UniProtKB/TrEMBL:B7M0A4] [protein=putative amino acid sodium/proton transporter] [protein_id=CAQ96898.1] [location=complement(6528..7958)] [gbkey=CDS]	specific	224040	1	449	0	547.174	COG1115	AlsT	 - 	cl00548
Q#7 - >lcl|CU928160.2_prot_CAQ96898.1_7 [gene=yaaJ] [locus_tag=ECIAI1_0007] [db_xref=EnsemblGenomes-Gn:ECIAI1_0007,EnsemblGenomes-Tr:CAQ96898,GOA:B7M0A4,InterPro:IPR001463,UniProtKB/TrEMBL:B7M0A4] [protein=putative amino acid sodium/proton transporter] [protein_id=CAQ96898.1] [location=complement(6528..7958)] [gbkey=CDS]	superfamily	321035	1	449	0	547.174	cl00548	Na_Ala_symp superfamily	 - 	 - 
Q#8 - >lcl|CU928160.2_prot_CAQ96900.1_8 [gene=talB] [locus_tag=ECIAI1_0009] [db_xref=EnsemblGenomes-Gn:ECIAI1_0009,EnsemblGenomes-Tr:CAQ96900,GOA:B7M0A5,InterPro:IPR001585,InterPro:IPR004730,InterPro:IPR013785,InterPro:IPR018225,UniProtKB/TrEMBL:B7M0A5] [protein=transaldolase B] [protein_id=CAQ96900.1] [location=8237..9190] [gbkey=CDS]	specific	223254	5	313	8.56461e-101	295.716	COG0176	TalA	 - 	cl21457
Q#8 - >lcl|CU928160.2_prot_CAQ96900.1_8 [gene=talB] [locus_tag=ECIAI1_0009] [db_xref=EnsemblGenomes-Gn:ECIAI1_0009,EnsemblGenomes-Tr:CAQ96900,GOA:B7M0A5,InterPro:IPR001585,InterPro:IPR004730,InterPro:IPR013785,InterPro:IPR018225,UniProtKB/TrEMBL:B7M0A5] [protein=transaldolase B] [protein_id=CAQ96900.1] [location=8237..9190] [gbkey=CDS]	superfamily	328726	5	313	8.56461e-101	295.716	cl21457	ICL_KPHMT superfamily	 - 	 - 
Q#9 - >lcl|CU928160.2_prot_CAQ96901.1_9 [gene=mogA] [locus_tag=ECIAI1_0010] [db_xref=EnsemblGenomes-Gn:ECIAI1_0010,EnsemblGenomes-Tr:CAQ96901,GOA:B7M0A6,InterPro:IPR001453,InterPro:IPR008284,InterPro:IPR020817,UniProtKB/TrEMBL:B7M0A6] [protein=molybdochelatase MogA, involved in Moco biosynthesis] [protein_id=CAQ96901.1] [location=9305..9892] [gbkey=CDS]	specific	223595	3	178	5.41802e-69	207.5	COG0521	MoaB	 - 	cl00451
Q#9 - >lcl|CU928160.2_prot_CAQ96901.1_9 [gene=mogA] [locus_tag=ECIAI1_0010] [db_xref=EnsemblGenomes-Gn:ECIAI1_0010,EnsemblGenomes-Tr:CAQ96901,GOA:B7M0A6,InterPro:IPR001453,InterPro:IPR008284,InterPro:IPR020817,UniProtKB/TrEMBL:B7M0A6] [protein=molybdochelatase MogA, involved in Moco biosynthesis] [protein_id=CAQ96901.1] [location=9305..9892] [gbkey=CDS]	superfamily	320978	3	178	5.41802e-69	207.5	cl00451	MoCF_BD superfamily	 - 	 - 
Q#10 - >lcl|CU928160.2_prot_CAQ96902.1_10 [gene=yaaH] [locus_tag=ECIAI1_0011] [db_xref=EnsemblGenomes-Gn:ECIAI1_0011,EnsemblGenomes-Tr:CAQ96902,GOA:B7M0A7,InterPro:IPR000791,UniProtKB/TrEMBL:B7M0A7] [protein=conserved hypothetical protein; putative inner membrane protein associated with acetate transport] [protein_id=CAQ96902.1] [location=complement(9927..10493)] [gbkey=CDS]	specific	224500	4	188	5.43122e-77	228.766	COG1584	SatP	 - 	cl00685
Q#10 - >lcl|CU928160.2_prot_CAQ96902.1_10 [gene=yaaH] [locus_tag=ECIAI1_0011] [db_xref=EnsemblGenomes-Gn:ECIAI1_0011,EnsemblGenomes-Tr:CAQ96902,GOA:B7M0A7,InterPro:IPR000791,UniProtKB/TrEMBL:B7M0A7] [protein=conserved hypothetical protein; putative inner membrane protein associated with acetate transport] [protein_id=CAQ96902.1] [location=complement(9927..10493)] [gbkey=CDS]	superfamily	321115	4	188	5.43122e-77	228.766	cl00685	Grp1_Fun34_YaaH superfamily	 - 	 - 
Q#11 - >lcl|CU928160.2_prot_CAQ96903.1_11 [gene=htpY] [locus_tag=ECIAI1_0012] [db_xref=EnsemblGenomes-Gn:ECIAI1_0012,EnsemblGenomes-Tr:CAQ96903,InterPro:IPR021150,InterPro:IPR025217,UniProtKB/TrEMBL:B7M0A8] [protein=heat shock protein] [protein_id=CAQ96903.1] [location=complement(10642..11355)] [gbkey=CDS]	specific	227078	39	237	7.80376e-71	215.432	COG4735	YaaW	 - 	cl12045
Q#11 - >lcl|CU928160.2_prot_CAQ96903.1_11 [gene=htpY] [locus_tag=ECIAI1_0012] [db_xref=EnsemblGenomes-Gn:ECIAI1_0012,EnsemblGenomes-Tr:CAQ96903,InterPro:IPR021150,InterPro:IPR025217,UniProtKB/TrEMBL:B7M0A8] [protein=heat shock protein] [protein_id=CAQ96903.1] [location=complement(10642..11355)] [gbkey=CDS]	superfamily	325168	39	237	7.80376e-71	215.432	cl12045	Ubiq_cyt_C_chap superfamily	 - 	 - 
Q#13 - >lcl|CU928160.2_prot_CAQ96905.1_13 [gene=dnaK] [locus_tag=ECIAI1_0014] [db_xref=EnsemblGenomes-Gn:ECIAI1_0014,EnsemblGenomes-Tr:CAQ96905,GOA:B7M0B0,InterPro:IPR012725,InterPro:IPR013126,InterPro:IPR018181,InterPro:IPR029047,InterPro:IPR029048,UniProtKB/TrEMBL:B7M0B0] [protein=chaperone Hsp70, co-chaperone with DnaJ] [protein_id=CAQ96905.1] [location=12162..14078] [gbkey=CDS]	specific	223520	1	601	0	795.01	COG0443	DnaK	 - 	cl26953
Q#13 - >lcl|CU928160.2_prot_CAQ96905.1_13 [gene=dnaK] [locus_tag=ECIAI1_0014] [db_xref=EnsemblGenomes-Gn:ECIAI1_0014,EnsemblGenomes-Tr:CAQ96905,GOA:B7M0B0,InterPro:IPR012725,InterPro:IPR013126,InterPro:IPR018181,InterPro:IPR029047,InterPro:IPR029048,UniProtKB/TrEMBL:B7M0B0] [protein=chaperone Hsp70, co-chaperone with DnaJ] [protein_id=CAQ96905.1] [location=12162..14078] [gbkey=CDS]	superfamily	331774	1	601	0	795.01	cl26953	HSP70 superfamily	 - 	 - 
Q#14 - >lcl|CU928160.2_prot_CAQ96906.1_14 [gene=dnaJ] [locus_tag=ECIAI1_0015] [db_xref=EnsemblGenomes-Gn:ECIAI1_0015,EnsemblGenomes-Tr:CAQ96906,GOA:B7M0B1,InterPro:IPR001305,InterPro:IPR001623,InterPro:IPR002939,InterPro:IPR008971,InterPro:IPR012724,InterPro:IPR018253] [protein=chaperone Hsp40, co-chaperone with DnaK] [protein_id=CAQ96906.1] [location=14167..15297] [gbkey=CDS]	specific	223560	1	373	0	581.121	COG0484	DnaJ	 - 	cl28246
Q#14 - >lcl|CU928160.2_prot_CAQ96906.1_14 [gene=dnaJ] [locus_tag=ECIAI1_0015] [db_xref=EnsemblGenomes-Gn:ECIAI1_0015,EnsemblGenomes-Tr:CAQ96906,GOA:B7M0B1,InterPro:IPR001305,InterPro:IPR001623,InterPro:IPR002939,InterPro:IPR008971,InterPro:IPR012724,InterPro:IPR018253] [protein=chaperone Hsp40, co-chaperone with DnaK] [protein_id=CAQ96906.1] [location=14167..15297] [gbkey=CDS]	superfamily	333066	1	373	0	581.121	cl28246	DnaJ superfamily	 - 	 - 
Q#16 - >lcl|CU928160.2_prot_CAQ96908.1_16 [gene=nhaA] [locus_tag=ECIAI1_0017] [db_xref=EnsemblGenomes-Gn:ECIAI1_0017,EnsemblGenomes-Tr:CAQ96908,GOA:B7M0B3,InterPro:IPR004670,InterPro:IPR023171,UniProtKB/TrEMBL:B7M0B3] [protein=sodium-proton antiporter] [protein_id=CAQ96908.1] [location=16139..17305] [gbkey=CDS]	specific	225549	1	388	0	533.43	COG3004	NhaA	 - 	cl01133
Q#16 - >lcl|CU928160.2_prot_CAQ96908.1_16 [gene=nhaA] [locus_tag=ECIAI1_0017] [db_xref=EnsemblGenomes-Gn:ECIAI1_0017,EnsemblGenomes-Tr:CAQ96908,GOA:B7M0B3,InterPro:IPR004670,InterPro:IPR023171,UniProtKB/TrEMBL:B7M0B3] [protein=sodium-proton antiporter] [protein_id=CAQ96908.1] [location=16139..17305] [gbkey=CDS]	superfamily	321362	1	388	0	533.43	cl01133	Na_H_Exchanger superfamily	 - 	 - 
Q#17 - >lcl|CU928160.2_prot_CAQ96909.1_17 [gene=nhaR] [locus_tag=ECIAI1_0018] [db_xref=EnsemblGenomes-Gn:ECIAI1_0018,EnsemblGenomes-Tr:CAQ96909,GOA:B7M0B4,InterPro:IPR000847,InterPro:IPR005119,InterPro:IPR011991,UniProtKB/TrEMBL:B7M0B4] [protein=DNA-binding transcriptional activator] [protein_id=CAQ96909.1] [location=17365..18270] [gbkey=CDS]	specific	223656	6	286	1.38541e-31	118.92	COG0583	LysR	 - 	cl28285
Q#17 - >lcl|CU928160.2_prot_CAQ96909.1_17 [gene=nhaR] [locus_tag=ECIAI1_0018] [db_xref=EnsemblGenomes-Gn:ECIAI1_0018,EnsemblGenomes-Tr:CAQ96909,GOA:B7M0B4,InterPro:IPR000847,InterPro:IPR005119,InterPro:IPR011991,UniProtKB/TrEMBL:B7M0B4] [protein=DNA-binding transcriptional activator] [protein_id=CAQ96909.1] [location=17365..18270] [gbkey=CDS]	superfamily	333105	6	286	1.38541e-31	118.92	cl28285	LysR superfamily	 - 	 - 
Q#19 - >lcl|CU928160.2_prot_CAQ96911.1_19 [locus_tag=ECIAI1_0020] [db_xref=EnsemblGenomes-Gn:ECIAI1_0020,EnsemblGenomes-Tr:CAQ96911,GOA:B7M0B6,InterPro:IPR000015,InterPro:IPR025949,UniProtKB/TrEMBL:B7M0B6] [protein=conserved hypothetical protein] [protein_id=CAQ96911.1] [location=complement(19281..19592)] [gbkey=CDS]	non-specific	225729	2	103	2.50559e-26	100.845	COG3188	FimD	N	cl27666
Q#19 - >lcl|CU928160.2_prot_CAQ96911.1_19 [locus_tag=ECIAI1_0020] [db_xref=EnsemblGenomes-Gn:ECIAI1_0020,EnsemblGenomes-Tr:CAQ96911,GOA:B7M0B6,InterPro:IPR000015,InterPro:IPR025949,UniProtKB/TrEMBL:B7M0B6] [protein=conserved hypothetical protein] [protein_id=CAQ96911.1] [location=complement(19281..19592)] [gbkey=CDS]	superfamily	332487	2	103	2.50559e-26	100.845	cl27666	Usher superfamily	N	 - 
Q#20 - >lcl|CU928160.2_prot_CAQ96912.1_20 [locus_tag=ECIAI1_0021] [db_xref=EnsemblGenomes-Gn:ECIAI1_0021,EnsemblGenomes-Tr:CAQ96912,GOA:B7M0B7,InterPro:IPR000015,UniProtKB/TrEMBL:B7M0B7] [protein=conserved hypothetical protein] [protein_id=CAQ96912.1] [location=complement(20175..20426)] [gbkey=CDS]	non-specific	225729	2	83	1.45491e-21	86.207	COG3188	FimD	NC	cl27666
Q#20 - >lcl|CU928160.2_prot_CAQ96912.1_20 [locus_tag=ECIAI1_0021] [db_xref=EnsemblGenomes-Gn:ECIAI1_0021,EnsemblGenomes-Tr:CAQ96912,GOA:B7M0B7,InterPro:IPR000015,UniProtKB/TrEMBL:B7M0B7] [protein=conserved hypothetical protein] [protein_id=CAQ96912.1] [location=complement(20175..20426)] [gbkey=CDS]	superfamily	332487	2	83	1.45491e-21	86.207	cl27666	Usher superfamily	NC	 - 
Q#22 - >lcl|CU928160.2_prot_CAQ96914.1_22 [gene=rpsT] [locus_tag=ECIAI1_0024] [db_xref=EnsemblGenomes-Gn:ECIAI1_0024,EnsemblGenomes-Tr:CAQ96914,GOA:B7M0B9,InterPro:IPR002583] [protein=30S ribosomal subunit protein S20] [protein_id=CAQ96914.1] [location=complement(22764..23027)] [gbkey=CDS]	specific	223346	1	87	3.98149e-24	86.5827	COG0268	RpsT	 - 	cl00384
Q#22 - >lcl|CU928160.2_prot_CAQ96914.1_22 [gene=rpsT] [locus_tag=ECIAI1_0024] [db_xref=EnsemblGenomes-Gn:ECIAI1_0024,EnsemblGenomes-Tr:CAQ96914,GOA:B7M0B9,InterPro:IPR002583] [protein=30S ribosomal subunit protein S20] [protein_id=CAQ96914.1] [location=complement(22764..23027)] [gbkey=CDS]	superfamily	320946	1	87	3.98149e-24	86.5827	cl00384	Ribosomal_S20p superfamily	 - 	 - 
Q#24 - >lcl|CU928160.2_prot_CAQ96916.1_24 [gene=ribF] [locus_tag=ECIAI1_0026] [db_xref=EnsemblGenomes-Gn:ECIAI1_0026,EnsemblGenomes-Tr:CAQ96916,GOA:B7M0C1,InterPro:IPR002606,InterPro:IPR014729,InterPro:IPR015864,InterPro:IPR015865,InterPro:IPR023465,InterPro:IPR023468,UniProtKB/TrEMBL:B7M0C1] [protein=bifunctional riboflavin kinase and FAD synthetase] [protein_id=CAQ96916.1] [location=23356..24297] [gbkey=CDS]	specific	223274	1	307	1.22133e-146	414.352	COG0196	RibF	 - 	cl27514
Q#24 - >lcl|CU928160.2_prot_CAQ96916.1_24 [gene=ribF] [locus_tag=ECIAI1_0026] [db_xref=EnsemblGenomes-Gn:ECIAI1_0026,EnsemblGenomes-Tr:CAQ96916,GOA:B7M0C1,InterPro:IPR002606,InterPro:IPR014729,InterPro:IPR015864,InterPro:IPR015865,InterPro:IPR023465,InterPro:IPR023468,UniProtKB/TrEMBL:B7M0C1] [protein=bifunctional riboflavin kinase and FAD synthetase] [protein_id=CAQ96916.1] [location=23356..24297] [gbkey=CDS]	superfamily	332335	1	307	1.22133e-146	414.352	cl27514	Flavokinase superfamily	 - 	 - 
Q#25 - >lcl|CU928160.2_prot_CAQ96917.1_25 [gene=ileS] [locus_tag=ECIAI1_0027] [db_xref=EnsemblGenomes-Gn:ECIAI1_0027,EnsemblGenomes-Tr:CAQ96917,GOA:B7M0C2,InterPro:IPR001412,InterPro:IPR002300,InterPro:IPR002301,InterPro:IPR009008,InterPro:IPR009080,InterPro:IPR010663,InterPro:IPR013155,InterPro:IPR014729,InterPro:IPR023585] [protein=isoleucyl-tRNA synthetase] [protein_id=CAQ96917.1] [location=24340..27156] [gbkey=CDS]	specific	223138	2	932	0	1481.3	COG0060	IleS	 - 	cl26128
Q#25 - >lcl|CU928160.2_prot_CAQ96917.1_25 [gene=ileS] [locus_tag=ECIAI1_0027] [db_xref=EnsemblGenomes-Gn:ECIAI1_0027,EnsemblGenomes-Tr:CAQ96917,GOA:B7M0C2,InterPro:IPR001412,InterPro:IPR002300,InterPro:IPR002301,InterPro:IPR009008,InterPro:IPR009080,InterPro:IPR010663,InterPro:IPR013155,InterPro:IPR014729,InterPro:IPR023585] [protein=isoleucyl-tRNA synthetase] [protein_id=CAQ96917.1] [location=24340..27156] [gbkey=CDS]	superfamily	330949	2	932	0	1481.3	cl26128	tRNA-synt_1g superfamily	 - 	 - 
Q#26 - >lcl|CU928160.2_prot_CAQ96918.1_26 [gene=lspA] [locus_tag=ECIAI1_0028] [db_xref=EnsemblGenomes-Gn:ECIAI1_0028,EnsemblGenomes-Tr:CAQ96918,GOA:B7M0C3,InterPro:IPR001872] [protein=prolipoprotein signal peptidase (signal peptidase II)] [protein_id=CAQ96918.1] [location=27156..27650] [gbkey=CDS]	specific	223670	1	164	5.80775e-56	173.181	COG0597	LspA	 - 	cl00458
Q#26 - >lcl|CU928160.2_prot_CAQ96918.1_26 [gene=lspA] [locus_tag=ECIAI1_0028] [db_xref=EnsemblGenomes-Gn:ECIAI1_0028,EnsemblGenomes-Tr:CAQ96918,GOA:B7M0C3,InterPro:IPR001872] [protein=prolipoprotein signal peptidase (signal peptidase II)] [protein_id=CAQ96918.1] [location=27156..27650] [gbkey=CDS]	superfamily	320983	1	164	5.80775e-56	173.181	cl00458	Peptidase_A8 superfamily	 - 	 - 
Q#27 - >lcl|CU928160.2_prot_CAQ96919.1_27 [gene=fkpB] [locus_tag=ECIAI1_0029] [db_xref=EnsemblGenomes-Gn:ECIAI1_0029,EnsemblGenomes-Tr:CAQ96919,GOA:B7M0C4,InterPro:IPR001179,InterPro:IPR023566,UniProtKB/TrEMBL:B7M0C4] [protein=FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)] [protein_id=CAQ96919.1] [location=27738..28187] [gbkey=CDS]	specific	223976	5	148	2.57363e-62	188.617	COG1047	SlpA	 - 	cl26395
Q#27 - >lcl|CU928160.2_prot_CAQ96919.1_27 [gene=fkpB] [locus_tag=ECIAI1_0029] [db_xref=EnsemblGenomes-Gn:ECIAI1_0029,EnsemblGenomes-Tr:CAQ96919,GOA:B7M0C4,InterPro:IPR001179,InterPro:IPR023566,UniProtKB/TrEMBL:B7M0C4] [protein=FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)] [protein_id=CAQ96919.1] [location=27738..28187] [gbkey=CDS]	superfamily	223976	5	148	2.57363e-62	188.617	cl26395	SlpA superfamily	 - 	 - 
Q#28 - >lcl|CU928160.2_prot_CAQ96920.1_28 [gene=ispH] [locus_tag=ECIAI1_0030] [db_xref=EnsemblGenomes-Gn:ECIAI1_0030,EnsemblGenomes-Tr:CAQ96920,GOA:B7M0C5,InterPro:IPR003451] [protein=1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, 4Fe-4S protein] [protein_id=CAQ96920.1] [location=28189..29139] [gbkey=CDS]	specific	223832	1	295	0	501.373	COG0761	IspH	 - 	cl19123
Q#28 - >lcl|CU928160.2_prot_CAQ96920.1_28 [gene=ispH] [locus_tag=ECIAI1_0030] [db_xref=EnsemblGenomes-Gn:ECIAI1_0030,EnsemblGenomes-Tr:CAQ96920,GOA:B7M0C5,InterPro:IPR003451] [protein=1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase, 4Fe-4S protein] [protein_id=CAQ96920.1] [location=28189..29139] [gbkey=CDS]	superfamily	327509	1	295	0	501.373	cl19123	lytB_ispH superfamily	 - 	 - 
Q#29 - >lcl|CU928160.2_prot_CAQ96921.1_29 [gene=rihC] [locus_tag=ECIAI1_0031] [db_xref=EnsemblGenomes-Gn:ECIAI1_0031,EnsemblGenomes-Tr:CAQ96921,GOA:B7M0C6,InterPro:IPR001910,InterPro:IPR015910,InterPro:IPR022976,InterPro:IPR023186] [protein=ribonucleoside hydrolase 3] [protein_id=CAQ96921.1] [location=29205..30119] [gbkey=CDS]	specific	224868	1	301	5.09331e-130	371.95	COG1957	URH1	 - 	cl00226
Q#29 - >lcl|CU928160.2_prot_CAQ96921.1_29 [gene=rihC] [locus_tag=ECIAI1_0031] [db_xref=EnsemblGenomes-Gn:ECIAI1_0031,EnsemblGenomes-Tr:CAQ96921,GOA:B7M0C6,InterPro:IPR001910,InterPro:IPR015910,InterPro:IPR022976,InterPro:IPR023186] [protein=ribonucleoside hydrolase 3] [protein_id=CAQ96921.1] [location=29205..30119] [gbkey=CDS]	superfamily	320835	1	301	5.09331e-130	371.95	cl00226	nuc_hydro superfamily	 - 	 - 
Q#30 - >lcl|CU928160.2_prot_CAQ96922.1_30 [gene=dapB] [locus_tag=ECIAI1_0032] [db_xref=EnsemblGenomes-Gn:ECIAI1_0032,EnsemblGenomes-Tr:CAQ96922,GOA:B7M0C7,InterPro:IPR000846,InterPro:IPR011770,InterPro:IPR016040,InterPro:IPR022663,InterPro:IPR022664,InterPro:IPR023940] [protein=dihydrodipicolinate reductase] [protein_id=CAQ96922.1] [location=30286..31107] [gbkey=CDS]	specific	223366	6	270	1.22212e-140	395.868	COG0289	DapB	 - 	cl27064
Q#30 - >lcl|CU928160.2_prot_CAQ96922.1_30 [gene=dapB] [locus_tag=ECIAI1_0032] [db_xref=EnsemblGenomes-Gn:ECIAI1_0032,EnsemblGenomes-Tr:CAQ96922,GOA:B7M0C7,InterPro:IPR000846,InterPro:IPR011770,InterPro:IPR016040,InterPro:IPR022663,InterPro:IPR022664,InterPro:IPR023940] [protein=dihydrodipicolinate reductase] [protein_id=CAQ96922.1] [location=30286..31107] [gbkey=CDS]	superfamily	331885	6	270	1.22212e-140	395.868	cl27064	DapB_C superfamily	 - 	 - 
Q#31 - >lcl|CU928160.2_prot_CAQ96923.1_31 [gene=carA] [locus_tag=ECIAI1_0033] [db_xref=EnsemblGenomes-Gn:ECIAI1_0033,EnsemblGenomes-Tr:CAQ96923,GOA:B7M0C8,InterPro:IPR002474,InterPro:IPR006274,InterPro:IPR017926,InterPro:IPR029062,UniProtKB/TrEMBL:B7M0C8] [protein=carbamoyl phosphate synthetase small subunit, glutamine amidotransferase] [protein_id=CAQ96923.1] [location=31563..32711] [gbkey=CDS]	specific	223579	3	380	0	670.822	COG0505	CarA	 - 	cl26856
