#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2AD8467FF2C1C184-359A7F194F5BCBD0
#datatype	hitsStandard Results
#status	0
#Start time	2018-02-21T16:49:12	Run time	0:00:06:55
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#17 - >lcl|CP010951.1_prot_AMO25154.1_17 [locus_tag=UC35_00085] [protein=transporter] [protein_id=AMO25154.1] [location=11663..12799] [gbkey=CDS]	superfamily	331686	1	375	7.57599e-53	179.732	cl26865	MFS_1 superfamily	 - 	 - 
Q#18 - >lcl|CP010951.1_prot_AMO21559.1_18 [locus_tag=UC35_00090] [protein=3-hydroxyacyl-CoA dehydrogenase] [protein_id=AMO21559.1] [location=12839..14359] [gbkey=CDS]	specific	224170	6	287	4.66057e-110	328.818	COG1250	FadB	 - 	cl27647
Q#18 - >lcl|CP010951.1_prot_AMO21559.1_18 [locus_tag=UC35_00090] [protein=3-hydroxyacyl-CoA dehydrogenase] [protein_id=AMO21559.1] [location=12839..14359] [gbkey=CDS]	superfamily	332468	6	287	4.66057e-110	328.818	cl27647	3HCDH superfamily	 - 	 - 
Q#18 - >lcl|CP010951.1_prot_AMO21559.1_18 [locus_tag=UC35_00090] [protein=3-hydroxyacyl-CoA dehydrogenase] [protein_id=AMO21559.1] [location=12839..14359] [gbkey=CDS]	non-specific	224170	386	493	8.88235e-13	68.8086	COG1250	FadB	N	cl27647
Q#18 - >lcl|CP010951.1_prot_AMO21559.1_18 [locus_tag=UC35_00090] [protein=3-hydroxyacyl-CoA dehydrogenase] [protein_id=AMO21559.1] [location=12839..14359] [gbkey=CDS]	superfamily	332468	386	493	8.88235e-13	68.8086	cl27647	3HCDH superfamily	N	 - 
Q#19 - >lcl|CP010951.1_prot_AMO21560.1_19 [locus_tag=UC35_00095] [protein=enoyl-CoA hydratase] [protein_id=AMO21560.1] [location=14374..15153] [gbkey=CDS]	specific	223955	1	258	1.98014e-54	176.052	COG1024	CaiD	 - 	cl23717
Q#19 - >lcl|CP010951.1_prot_AMO21560.1_19 [locus_tag=UC35_00095] [protein=enoyl-CoA hydratase] [protein_id=AMO21560.1] [location=14374..15153] [gbkey=CDS]	superfamily	329030	1	258	1.98014e-54	176.052	cl23717	crotonase-like superfamily	 - 	 - 
Q#20 - >lcl|CP010951.1_prot_AMO21561.1_20 [locus_tag=UC35_00100] [protein=Crp/Fnr family transcriptional regulator] [protein_id=AMO21561.1] [location=15266..15985] [gbkey=CDS]	specific	223736	18	229	4.26056e-34	121.477	COG0664	Crp	 - 	cl28240
Q#20 - >lcl|CP010951.1_prot_AMO21561.1_20 [locus_tag=UC35_00100] [protein=Crp/Fnr family transcriptional regulator] [protein_id=AMO21561.1] [location=15266..15985] [gbkey=CDS]	superfamily	333060	18	229	4.26056e-34	121.477	cl28240	Crp superfamily	 - 	 - 
Q#21 - >lcl|CP010951.1_prot_AMO21562.1_21 [locus_tag=UC35_00105] [protein=aminoglycoside phosphotransferase] [protein_id=AMO21562.1] [location=16000..17103] [gbkey=CDS]	specific	225714	12	335	7.75954e-90	272.772	COG3173	YcbJ	 - 	cl21453
Q#21 - >lcl|CP010951.1_prot_AMO21562.1_21 [locus_tag=UC35_00105] [protein=aminoglycoside phosphotransferase] [protein_id=AMO21562.1] [location=16000..17103] [gbkey=CDS]	superfamily	328722	12	335	7.75954e-90	272.772	cl21453	PKc_like superfamily	 - 	 - 
Q#22 - >lcl|CP010951.1_prot_AMO21563.1_22 [locus_tag=UC35_00110] [protein=acyl-CoA dehydrogenase] [protein_id=AMO21563.1] [location=17142..18416] [gbkey=CDS]	specific	224871	1	412	3.0269e-98	298.647	COG1960	CaiA	 - 	cl25414
Q#22 - >lcl|CP010951.1_prot_AMO21563.1_22 [locus_tag=UC35_00110] [protein=acyl-CoA dehydrogenase] [protein_id=AMO21563.1] [location=17142..18416] [gbkey=CDS]	superfamily	330235	1	412	3.0269e-98	298.647	cl25414	Acyl-CoA_dh_M superfamily	 - 	 - 
Q#24 - >lcl|CP010951.1_prot_AMO21565.1_24 [locus_tag=UC35_00120] [protein=glutathione S-transferase] [protein_id=AMO21565.1] [location=19207..19899] [gbkey=CDS]	specific	223698	1	211	2.2706e-58	183.472	COG0625	GstA	 - 	cl25459
Q#24 - >lcl|CP010951.1_prot_AMO21565.1_24 [locus_tag=UC35_00120] [protein=glutathione S-transferase] [protein_id=AMO21565.1] [location=19207..19899] [gbkey=CDS]	superfamily	330280	1	211	2.2706e-58	183.472	cl25459	GstA superfamily	 - 	 - 
Q#26 - >lcl|CP010951.1_prot_AMO21567.1_26 [locus_tag=UC35_00130] [protein=hypothetical protein] [protein_id=AMO21567.1] [location=complement(20441..21031)] [gbkey=CDS]	non-specific	225245	1	191	2.10237e-22	89.4035	COG2370	HupE	 - 	cl01011
Q#26 - >lcl|CP010951.1_prot_AMO21567.1_26 [locus_tag=UC35_00130] [protein=hypothetical protein] [protein_id=AMO21567.1] [location=complement(20441..21031)] [gbkey=CDS]	superfamily	321301	1	191	2.10237e-22	89.4035	cl01011	HupE_UreJ superfamily	 - 	 - 
Q#29 - >lcl|CP010951.1_prot_AMO21570.1_29 [locus_tag=UC35_00155] [protein=benzoyl-CoA oxygenase] [protein_id=AMO21570.1] [location=complement(23883..25307)] [gbkey=CDS]	non-specific	225931	102	344	1.05457e-15	76.6356	COG3396	YdbO	 - 	cl01346
Q#29 - >lcl|CP010951.1_prot_AMO21570.1_29 [locus_tag=UC35_00155] [protein=benzoyl-CoA oxygenase] [protein_id=AMO21570.1] [location=complement(23883..25307)] [gbkey=CDS]	superfamily	321456	102	344	1.05457e-15	76.6356	cl01346	PaaA_PaaC superfamily	 - 	 - 
Q#30 - >lcl|CP010951.1_prot_AMO25155.1_30 [locus_tag=UC35_00160] [protein=benzoyl-CoA-dihydrodiol lyase] [protein_id=AMO25155.1] [location=complement(25351..27018)] [gbkey=CDS]	specific	223955	25	277	1.6517e-19	88.2268	COG1024	CaiD	 - 	cl23717
Q#30 - >lcl|CP010951.1_prot_AMO25155.1_30 [locus_tag=UC35_00160] [protein=benzoyl-CoA-dihydrodiol lyase] [protein_id=AMO25155.1] [location=complement(25351..27018)] [gbkey=CDS]	superfamily	329030	25	277	1.6517e-19	88.2268	cl23717	crotonase-like superfamily	 - 	 - 
Q#31 - >lcl|CP010951.1_prot_AMO25156.1_31 [locus_tag=UC35_00165] [protein=XRE family transcriptional regulator] [protein_id=AMO25156.1] [location=complement(27039..27926)] [gbkey=CDS]	non-specific	223775	114	287	4.58976e-31	113.843	COG0703	AroK	 - 	cl28515
Q#31 - >lcl|CP010951.1_prot_AMO25156.1_31 [locus_tag=UC35_00165] [protein=XRE family transcriptional regulator] [protein_id=AMO25156.1] [location=complement(27039..27926)] [gbkey=CDS]	superfamily	333335	114	287	4.58976e-31	113.843	cl28515	AroK superfamily	 - 	 - 
Q#32 - >lcl|CP010951.1_prot_AMO25157.1_32 [locus_tag=UC35_00170] [protein=nitric oxide synthase] [protein_id=AMO25157.1] [location=28046..28522] [gbkey=CDS]	non-specific	223446	2	120	1.4728e-15	72.4508	COG0369	CysJ	C	cl27655
Q#32 - >lcl|CP010951.1_prot_AMO25157.1_32 [locus_tag=UC35_00170] [protein=nitric oxide synthase] [protein_id=AMO25157.1] [location=28046..28522] [gbkey=CDS]	superfamily	332476	2	120	1.4728e-15	72.4508	cl27655	FAD_binding_1 superfamily	C	 - 
Q#33 - >lcl|CP010951.1_prot_AMO21571.1_33 [locus_tag=UC35_00175] [protein=4-hydroxybenzoate--CoA ligase] [protein_id=AMO21571.1] [location=28546..30138] [gbkey=CDS]	specific	223395	32	526	1.06395e-130	390.669	COG0318	CaiC	 - 	cl27678
Q#33 - >lcl|CP010951.1_prot_AMO21571.1_33 [locus_tag=UC35_00175] [protein=4-hydroxybenzoate--CoA ligase] [protein_id=AMO21571.1] [location=28546..30138] [gbkey=CDS]	superfamily	332499	32	526	1.06395e-130	390.669	cl27678	AMP-binding superfamily	 - 	 - 
Q#34 - >lcl|CP010951.1_prot_AMO21572.1_34 [locus_tag=UC35_00180] [protein=ABC transporter permease] [protein_id=AMO21572.1] [location=30226..31413] [gbkey=CDS]	specific	223755	28	375	2.74682e-59	196.506	COG0683	LivK	 - 	cl10011
Q#34 - >lcl|CP010951.1_prot_AMO21572.1_34 [locus_tag=UC35_00180] [protein=ABC transporter permease] [protein_id=AMO21572.1] [location=30226..31413] [gbkey=CDS]	superfamily	324556	28	375	2.74682e-59	196.506	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	 - 	 - 
Q#35 - >lcl|CP010951.1_prot_AMO21573.1_35 [locus_tag=UC35_00185] [protein=lysine transporter LysE] [protein_id=AMO21573.1] [location=31469..32086] [gbkey=CDS]	specific	224199	1	187	2.79751e-32	115.414	COG1280	RhtB	 - 	cl00565
Q#35 - >lcl|CP010951.1_prot_AMO21573.1_35 [locus_tag=UC35_00185] [protein=lysine transporter LysE] [protein_id=AMO21573.1] [location=31469..32086] [gbkey=CDS]	superfamily	294381	1	187	2.79751e-32	115.414	cl00565	LysE superfamily	 - 	 - 
Q#36 - >lcl|CP010951.1_prot_AMO21574.1_36 [locus_tag=UC35_00190] [protein=ABC transporter permease] [protein_id=AMO21574.1] [location=32114..32977] [gbkey=CDS]	specific	223633	1	285	1.00618e-64	204.713	COG0559	LivH	 - 	cl00454
Q#36 - >lcl|CP010951.1_prot_AMO21574.1_36 [locus_tag=UC35_00190] [protein=ABC transporter permease] [protein_id=AMO21574.1] [location=32114..32977] [gbkey=CDS]	superfamily	320981	1	285	1.00618e-64	204.713	cl00454	TM_PBP1_branched-chain-AA_like superfamily	 - 	 - 
Q#37 - >lcl|CP010951.1_prot_AMO21575.1_37 [locus_tag=UC35_00195] [protein=ABC transporter permease] [protein_id=AMO21575.1] [location=32974..33969] [gbkey=CDS]	specific	226645	29	321	1.55675e-60	195.928	COG4177	LivM	 - 	cl00454
Q#37 - >lcl|CP010951.1_prot_AMO21575.1_37 [locus_tag=UC35_00195] [protein=ABC transporter permease] [protein_id=AMO21575.1] [location=32974..33969] [gbkey=CDS]	superfamily	320981	29	321	1.55675e-60	195.928	cl00454	TM_PBP1_branched-chain-AA_like superfamily	 - 	 - 
Q#38 - >lcl|CP010951.1_prot_AMO21576.1_38 [locus_tag=UC35_00200] [protein=branched-chain amino acid ABC transporter substrate-binding protein] [protein_id=AMO21576.1] [location=33962..34714] [gbkey=CDS]	specific	223488	2	247	5.14641e-98	286.39	COG0411	LivG	 - 	cl28181
Q#38 - >lcl|CP010951.1_prot_AMO21576.1_38 [locus_tag=UC35_00200] [protein=branched-chain amino acid ABC transporter substrate-binding protein] [protein_id=AMO21576.1] [location=33962..34714] [gbkey=CDS]	superfamily	333001	2	247	5.14641e-98	286.39	cl28181	AAA superfamily	 - 	 - 
Q#39 - >lcl|CP010951.1_prot_AMO21577.1_39 [locus_tag=UC35_00205] [protein=ABC transporter] [protein_id=AMO21577.1] [location=34714..35427] [gbkey=CDS]	specific	223487	5	237	7.34136e-95	277.043	COG0410	LivF	 - 	cl28181
Q#39 - >lcl|CP010951.1_prot_AMO21577.1_39 [locus_tag=UC35_00205] [protein=ABC transporter] [protein_id=AMO21577.1] [location=34714..35427] [gbkey=CDS]	superfamily	333001	5	237	7.34136e-95	277.043	cl28181	AAA superfamily	 - 	 - 
Q#40 - >lcl|CP010951.1_prot_AMO25158.1_40 [locus_tag=UC35_00210] [protein=LysR family transcriptional regulator] [protein_id=AMO25158.1] [location=complement(35440..36354)] [gbkey=CDS]	specific	223656	3	299	6.19626e-48	162.063	COG0583	LysR	 - 	cl28285
Q#40 - >lcl|CP010951.1_prot_AMO25158.1_40 [locus_tag=UC35_00210] [protein=LysR family transcriptional regulator] [protein_id=AMO25158.1] [location=complement(35440..36354)] [gbkey=CDS]	superfamily	333105	3	299	6.19626e-48	162.063	cl28285	LysR superfamily	 - 	 - 
Q#41 - >lcl|CP010951.1_prot_AMO21578.1_41 [locus_tag=UC35_00215] [protein=FMN-dependent NADH-azoreductase] [protein_id=AMO21578.1] [location=36482..37132] [gbkey=CDS]	specific	224103	1	203	2.73499e-88	258.336	COG1182	AzoR	 - 	cl00438
Q#41 - >lcl|CP010951.1_prot_AMO21578.1_41 [locus_tag=UC35_00215] [protein=FMN-dependent NADH-azoreductase] [protein_id=AMO21578.1] [location=36482..37132] [gbkey=CDS]	superfamily	320973	1	203	2.73499e-88	258.336	cl00438	FMN_red superfamily	 - 	 - 
Q#42 - >lcl|CP010951.1_prot_AMO21579.1_42 [locus_tag=UC35_00220] [protein=sulfate transporter subunit] [protein_id=AMO21579.1] [location=complement(37164..38186)] [gbkey=CDS]	specific	224529	10	339	0	524.235	COG1613	Sbp	 - 	cl25412
Q#42 - >lcl|CP010951.1_prot_AMO21579.1_42 [locus_tag=UC35_00220] [protein=sulfate transporter subunit] [protein_id=AMO21579.1] [location=complement(37164..38186)] [gbkey=CDS]	superfamily	330233	10	339	0	524.235	cl25412	PBP2_LTTR_substrate superfamily	 - 	 - 
Q#43 - >lcl|CP010951.1_prot_AMO21580.1_43 [locus_tag=UC35_00225] [protein=iron transporter] [protein_id=AMO21580.1] [location=38307..38579] [gbkey=CDS]	specific	225476	1	89	1.5227e-51	156.096	COG2924	YggX	 - 	cl01104
Q#43 - >lcl|CP010951.1_prot_AMO21580.1_43 [locus_tag=UC35_00225] [protein=iron transporter] [protein_id=AMO21580.1] [location=38307..38579] [gbkey=CDS]	superfamily	321343	1	89	1.5227e-51	156.096	cl01104	Iron_traffic superfamily	 - 	 - 
Q#44 - >lcl|CP010951.1_prot_AMO21581.1_44 [locus_tag=UC35_00230] [protein=FAD-dependent cmnm(5)s(2)U34 oxidoreductase] [protein_id=AMO21581.1] [location=38589..40421] [gbkey=CDS]	specific	226606	3	230	1.0263e-59	199.548	COG4121	MnmC	 - 	cl17173
Q#44 - >lcl|CP010951.1_prot_AMO21581.1_44 [locus_tag=UC35_00230] [protein=FAD-dependent cmnm(5)s(2)U34 oxidoreductase] [protein_id=AMO21581.1] [location=38589..40421] [gbkey=CDS]	superfamily	327401	3	230	1.0263e-59	199.548	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#44 - >lcl|CP010951.1_prot_AMO21581.1_44 [locus_tag=UC35_00230] [protein=FAD-dependent cmnm(5)s(2)U34 oxidoreductase] [protein_id=AMO21581.1] [location=38589..40421] [gbkey=CDS]	specific	223737	247	608	9.67442e-15	76.0916	COG0665	DadA	 - 	cl26293
Q#44 - >lcl|CP010951.1_prot_AMO21581.1_44 [locus_tag=UC35_00230] [protein=FAD-dependent cmnm(5)s(2)U34 oxidoreductase] [protein_id=AMO21581.1] [location=38589..40421] [gbkey=CDS]	superfamily	331114	247	608	9.67442e-15	76.0916	cl26293	DAO superfamily	 - 	 - 
Q#45 - >lcl|CP010951.1_prot_AMO21582.1_45 [locus_tag=UC35_00235] [protein=hypothetical protein] [protein_id=AMO21582.1] [location=complement(40698..41435)] [gbkey=CDS]	specific	223816	129	242	3.89537e-08	51.9141	COG0745	OmpR	C	cl26036
Q#45 - >lcl|CP010951.1_prot_AMO21582.1_45 [locus_tag=UC35_00235] [protein=hypothetical protein] [protein_id=AMO21582.1] [location=complement(40698..41435)] [gbkey=CDS]	superfamily	330857	129	242	3.89537e-08	51.9141	cl26036	YesN superfamily	C	 - 
Q#46 - >lcl|CP010951.1_prot_AMO21583.1_46 [locus_tag=UC35_00240] [protein=nitrite reductase] [protein_id=AMO21583.1] [location=41644..43467] [gbkey=CDS]	specific	223233	1	593	1.09727e-149	441.395	COG0155	CysI	 - 	cl27267
Q#46 - >lcl|CP010951.1_prot_AMO21583.1_46 [locus_tag=UC35_00240] [protein=nitrite reductase] [protein_id=AMO21583.1] [location=41644..43467] [gbkey=CDS]	superfamily	332088	1	593	1.09727e-149	441.395	cl27267	NIR_SIR_ferr superfamily	 - 	 - 
Q#47 - >lcl|CP010951.1_prot_AMO21584.1_47 [locus_tag=UC35_00245] [protein=hypothetical protein] [protein_id=AMO21584.1] [location=43467..43856] [gbkey=CDS]	non-specific	226272	22	129	6.62431e-30	105.557	COG3749	COG3749	N	cl01526
Q#47 - >lcl|CP010951.1_prot_AMO21584.1_47 [locus_tag=UC35_00245] [protein=hypothetical protein] [protein_id=AMO21584.1] [location=43467..43856] [gbkey=CDS]	superfamily	321547	22	129	6.62431e-30	105.557	cl01526	DUF934 superfamily	N	 - 
Q#48 - >lcl|CP010951.1_prot_AMO25159.1_48 [locus_tag=UC35_00250] [protein=3-phosphoadenylylsulfate reductase] [protein_id=AMO25159.1] [location=43865..44620] [gbkey=CDS]	specific	223253	4	241	4.16234e-69	213.44	COG0175	CysH	 - 	cl28415
Q#48 - >lcl|CP010951.1_prot_AMO25159.1_48 [locus_tag=UC35_00250] [protein=3-phosphoadenylylsulfate reductase] [protein_id=AMO25159.1] [location=43865..44620] [gbkey=CDS]	superfamily	333235	4	241	4.16234e-69	213.44	cl28415	CysH superfamily	 - 	 - 
Q#49 - >lcl|CP010951.1_prot_AMO21585.1_49 [locus_tag=UC35_00255] [protein=sulfate adenylyltransferase subunit 2] [protein_id=AMO21585.1] [location=44617..45549] [gbkey=CDS]	specific	223253	1	310	1.7344e-60	193.41	COG0175	CysH	 - 	cl28415
Q#49 - >lcl|CP010951.1_prot_AMO21585.1_49 [locus_tag=UC35_00255] [protein=sulfate adenylyltransferase subunit 2] [protein_id=AMO21585.1] [location=44617..45549] [gbkey=CDS]	superfamily	333235	1	310	1.7344e-60	193.41	cl28415	CysH superfamily	 - 	 - 
Q#50 - >lcl|CP010951.1_prot_AMO21586.1_50 [locus_tag=UC35_00260] [protein=sulfate adenylyltransferase] [protein_id=AMO21586.1] [location=45549..46856] [gbkey=CDS]	non-specific	225448	18	435	1.37596e-163	467.161	COG2895	CysN	 - 	cl27768
Q#50 - >lcl|CP010951.1_prot_AMO21586.1_50 [locus_tag=UC35_00260] [protein=sulfate adenylyltransferase] [protein_id=AMO21586.1] [location=45549..46856] [gbkey=CDS]	superfamily	332589	18	435	1.37596e-163	467.161	cl27768	SelB superfamily	 - 	 - 
Q#51 - >lcl|CP010951.1_prot_AMO21587.1_51 [locus_tag=UC35_00265] [protein=ferredoxin] [protein_id=AMO21587.1] [location=46927..47259] [gbkey=CDS]	specific	224069	3	65	1.35044e-13	60.1736	COG1146	PreA	 - 	cl26241
Q#51 - >lcl|CP010951.1_prot_AMO21587.1_51 [locus_tag=UC35_00265] [protein=ferredoxin] [protein_id=AMO21587.1] [location=46927..47259] [gbkey=CDS]	superfamily	331062	3	65	1.35044e-13	60.1736	cl26241	Fer4_7 superfamily	 - 	 - 
Q#52 - >lcl|CP010951.1_prot_AMO21588.1_52 [locus_tag=UC35_00270] [protein=ferredoxin-NADP reductase] [protein_id=AMO21588.1] [location=47267..48367] [gbkey=CDS]	specific	223566	23	342	8.07457e-54	179.41	COG0492	TrxB	 - 	cl26177
Q#52 - >lcl|CP010951.1_prot_AMO21588.1_52 [locus_tag=UC35_00270] [protein=ferredoxin-NADP reductase] [protein_id=AMO21588.1] [location=47267..48367] [gbkey=CDS]	superfamily	330998	23	342	8.07457e-54	179.41	cl26177	Pyr_redox_2 superfamily	 - 	 - 
Q#53 - >lcl|CP010951.1_prot_AMO25160.1_53 [locus_tag=UC35_00275] [protein=allantoin permease] [protein_id=AMO25160.1] [location=48564..49835] [gbkey=CDS]	non-specific	224374	22	357	3.08022e-30	120.878	COG1457	CodB	C	cl00456
Q#53 - >lcl|CP010951.1_prot_AMO25160.1_53 [locus_tag=UC35_00275] [protein=allantoin permease] [protein_id=AMO25160.1] [location=48564..49835] [gbkey=CDS]	superfamily	320982	22	357	3.08022e-30	120.878	cl00456	SLC5-6-like_sbd superfamily	C	 - 
