#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-FB37E18DE5CD60B-2CDA1CB2FFAB2A49
#datatype	hitsStandard Results
#status	0
#Start time	2018-02-21T16:50:08	Run time	0:00:06:41
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#7 - >lcl|CP025268.1_prot_AUG14811.1_7 [locus_tag=CXP41_00035] [protein=amino acid carrier protein] [protein_id=AUG14811.1] [location=complement(6529..7911)] [gbkey=CDS]	superfamily	321035	1	433	0	529.455	cl00548	Na_Ala_symp superfamily	 - 	 - 
Q#8 - >lcl|CP025268.1_prot_AUG14812.1_8 [gene=tal] [locus_tag=CXP41_00040] [protein=transaldolase 1] [protein_id=AUG14812.1] [location=8239..9192] [gbkey=CDS]	specific	223254	5	313	8.56461e-101	295.716	COG0176	TalA	 - 	cl21457
Q#8 - >lcl|CP025268.1_prot_AUG14812.1_8 [gene=tal] [locus_tag=CXP41_00040] [protein=transaldolase 1] [protein_id=AUG14812.1] [location=8239..9192] [gbkey=CDS]	superfamily	328726	5	313	8.56461e-101	295.716	cl21457	ICL_KPHMT superfamily	 - 	 - 
Q#9 - >lcl|CP025268.1_prot_AUG14813.1_9 [locus_tag=CXP41_00045] [protein=molybdopterin adenylyltransferase] [protein_id=AUG14813.1] [location=9307..9894] [gbkey=CDS]	specific	223595	3	178	5.41802e-69	207.5	COG0521	MoaB	 - 	cl00451
Q#9 - >lcl|CP025268.1_prot_AUG14813.1_9 [locus_tag=CXP41_00045] [protein=molybdopterin adenylyltransferase] [protein_id=AUG14813.1] [location=9307..9894] [gbkey=CDS]	superfamily	320978	3	178	5.41802e-69	207.5	cl00451	MoCF_BD superfamily	 - 	 - 
Q#10 - >lcl|CP025268.1_prot_AUG14814.1_10 [locus_tag=CXP41_00050] [protein=succinate-acetate/proton symporter SatP] [protein_id=AUG14814.1] [location=complement(9929..10495)] [gbkey=CDS]	specific	224500	4	188	5.43122e-77	228.766	COG1584	SatP	 - 	cl00685
Q#10 - >lcl|CP025268.1_prot_AUG14814.1_10 [locus_tag=CXP41_00050] [protein=succinate-acetate/proton symporter SatP] [protein_id=AUG14814.1] [location=complement(9929..10495)] [gbkey=CDS]	superfamily	321115	4	188	5.43122e-77	228.766	cl00685	Grp1_Fun34_YaaH superfamily	 - 	 - 
Q#11 - >lcl|CP025268.1_prot_AUG14815.1_11 [locus_tag=CXP41_00055] [protein=hypothetical protein] [protein_id=AUG14815.1] [location=complement(10644..11357)] [gbkey=CDS]	specific	227078	39	237	5.05409e-72	218.514	COG4735	YaaW	 - 	cl12045
Q#11 - >lcl|CP025268.1_prot_AUG14815.1_11 [locus_tag=CXP41_00055] [protein=hypothetical protein] [protein_id=AUG14815.1] [location=complement(10644..11357)] [gbkey=CDS]	superfamily	325168	39	237	5.05409e-72	218.514	cl12045	Ubiq_cyt_C_chap superfamily	 - 	 - 
Q#13 - >lcl|CP025268.1_prot_AUG14817.1_13 [locus_tag=CXP41_00065] [protein=molecular chaperone DnaK] [protein_id=AUG14817.1] [location=12164..14080] [gbkey=CDS]	specific	223520	1	601	0	795.01	COG0443	DnaK	 - 	cl26953
Q#13 - >lcl|CP025268.1_prot_AUG14817.1_13 [locus_tag=CXP41_00065] [protein=molecular chaperone DnaK] [protein_id=AUG14817.1] [location=12164..14080] [gbkey=CDS]	superfamily	331774	1	601	0	795.01	cl26953	HSP70 superfamily	 - 	 - 
Q#14 - >lcl|CP025268.1_prot_AUG14818.1_14 [gene=dnaJ] [locus_tag=CXP41_00070] [protein=molecular chaperone DnaJ] [protein_id=AUG14818.1] [location=14169..15299] [gbkey=CDS]	specific	223560	1	373	0	578.04	COG0484	DnaJ	 - 	cl28246
Q#14 - >lcl|CP025268.1_prot_AUG14818.1_14 [gene=dnaJ] [locus_tag=CXP41_00070] [protein=molecular chaperone DnaJ] [protein_id=AUG14818.1] [location=14169..15299] [gbkey=CDS]	superfamily	333066	1	373	0	578.04	cl28246	DnaJ superfamily	 - 	 - 
Q#17 - >lcl|CP025268.1_prot_AUG14821.1_17 [gene=nhaA] [locus_tag=CXP41_00085] [protein=Na+/H+ antiporter NhaA] [protein_id=AUG14821.1] [location=17490..18656] [gbkey=CDS]	specific	225549	1	388	0	529.193	COG3004	NhaA	 - 	cl01133
Q#17 - >lcl|CP025268.1_prot_AUG14821.1_17 [gene=nhaA] [locus_tag=CXP41_00085] [protein=Na+/H+ antiporter NhaA] [protein_id=AUG14821.1] [location=17490..18656] [gbkey=CDS]	superfamily	321362	1	388	0	529.193	cl01133	Na_H_Exchanger superfamily	 - 	 - 
Q#18 - >lcl|CP025268.1_prot_AUG14822.1_18 [locus_tag=CXP41_00090] [protein=transcriptional activator protein NhaR] [protein_id=AUG14822.1] [location=18716..19621] [gbkey=CDS]	specific	223656	6	286	1.16045e-31	119.305	COG0583	LysR	 - 	cl28285
Q#18 - >lcl|CP025268.1_prot_AUG14822.1_18 [locus_tag=CXP41_00090] [protein=transcriptional activator protein NhaR] [protein_id=AUG14822.1] [location=18716..19621] [gbkey=CDS]	superfamily	333105	6	286	1.16045e-31	119.305	cl28285	LysR superfamily	 - 	 - 
Q#20 - >lcl|CP025268.1_prot_20 [locus_tag=CXP41_00100] [protein=IS1-like element IS1A family transposase] [pseudo=true] [location=complement(19812..20509)] [gbkey=CDS]	specific	226202	1	91	5.05504e-25	95.1674	COG3677	InsA	 - 	cl27813
Q#20 - >lcl|CP025268.1_prot_20 [locus_tag=CXP41_00100] [protein=IS1-like element IS1A family transposase] [pseudo=true] [location=complement(19812..20509)] [gbkey=CDS]	superfamily	332634	1	91	5.05504e-25	95.1674	cl27813	HTH_Tnp_IS1 superfamily	 - 	 - 
Q#21 - >lcl|CP025268.1_prot_AUG14823.1_21 [locus_tag=CXP41_00105] [protein=30S ribosomal protein S20] [protein_id=AUG14823.1] [location=complement(20816..21079)] [gbkey=CDS]	specific	223346	1	87	3.98149e-24	86.5827	COG0268	RpsT	 - 	cl00384
Q#21 - >lcl|CP025268.1_prot_AUG14823.1_21 [locus_tag=CXP41_00105] [protein=30S ribosomal protein S20] [protein_id=AUG14823.1] [location=complement(20816..21079)] [gbkey=CDS]	superfamily	320946	1	87	3.98149e-24	86.5827	cl00384	Ribosomal_S20p superfamily	 - 	 - 
Q#23 - >lcl|CP025268.1_prot_AUG14825.1_23 [locus_tag=CXP41_00115] [protein=bifunctional riboflavin kinase/FMN adenylyltransferase] [protein_id=AUG14825.1] [location=21408..22349] [gbkey=CDS]	specific	223274	1	307	1.22133e-146	414.352	COG0196	RibF	 - 	cl27514
Q#23 - >lcl|CP025268.1_prot_AUG14825.1_23 [locus_tag=CXP41_00115] [protein=bifunctional riboflavin kinase/FMN adenylyltransferase] [protein_id=AUG14825.1] [location=21408..22349] [gbkey=CDS]	superfamily	332335	1	307	1.22133e-146	414.352	cl27514	Flavokinase superfamily	 - 	 - 
Q#24 - >lcl|CP025268.1_prot_AUG14826.1_24 [locus_tag=CXP41_00120] [protein=isoleucine--tRNA ligase] [protein_id=AUG14826.1] [location=22392..25208] [gbkey=CDS]	specific	223138	2	932	0	1481.3	COG0060	IleS	 - 	cl26128
Q#24 - >lcl|CP025268.1_prot_AUG14826.1_24 [locus_tag=CXP41_00120] [protein=isoleucine--tRNA ligase] [protein_id=AUG14826.1] [location=22392..25208] [gbkey=CDS]	superfamily	330949	2	932	0	1481.3	cl26128	tRNA-synt_1g superfamily	 - 	 - 
Q#25 - >lcl|CP025268.1_prot_AUG14827.1_25 [gene=lspA] [locus_tag=CXP41_00125] [protein=lipoprotein signal peptidase] [protein_id=AUG14827.1] [location=25208..25702] [gbkey=CDS]	specific	223670	1	164	5.03874e-56	173.181	COG0597	LspA	 - 	cl00458
Q#25 - >lcl|CP025268.1_prot_AUG14827.1_25 [gene=lspA] [locus_tag=CXP41_00125] [protein=lipoprotein signal peptidase] [protein_id=AUG14827.1] [location=25208..25702] [gbkey=CDS]	superfamily	320983	1	164	5.03874e-56	173.181	cl00458	Peptidase_A8 superfamily	 - 	 - 
Q#26 - >lcl|CP025268.1_prot_AUG14828.1_26 [locus_tag=CXP41_00130] [protein=peptidylprolyl isomerase] [protein_id=AUG14828.1] [location=25827..26276] [gbkey=CDS]	specific	223976	5	148	2.57363e-62	188.617	COG1047	SlpA	 - 	cl26395
Q#26 - >lcl|CP025268.1_prot_AUG14828.1_26 [locus_tag=CXP41_00130] [protein=peptidylprolyl isomerase] [protein_id=AUG14828.1] [location=25827..26276] [gbkey=CDS]	superfamily	223976	5	148	2.57363e-62	188.617	cl26395	SlpA superfamily	 - 	 - 
Q#27 - >lcl|CP025268.1_prot_AUG14829.1_27 [locus_tag=CXP41_00135] [protein=4-hydroxy-3-methylbut-2-enyl diphosphate reductase] [protein_id=AUG14829.1] [location=26278..27228] [gbkey=CDS]	specific	223832	1	295	0	502.144	COG0761	IspH	 - 	cl19123
Q#27 - >lcl|CP025268.1_prot_AUG14829.1_27 [locus_tag=CXP41_00135] [protein=4-hydroxy-3-methylbut-2-enyl diphosphate reductase] [protein_id=AUG14829.1] [location=26278..27228] [gbkey=CDS]	superfamily	327509	1	295	0	502.144	cl19123	lytB_ispH superfamily	 - 	 - 
Q#28 - >lcl|CP025268.1_prot_AUG14830.1_28 [locus_tag=CXP41_00140] [protein=non-specific ribonucleoside hydrolase RihC] [protein_id=AUG14830.1] [location=27294..28208] [gbkey=CDS]	specific	224868	1	301	1.92513e-130	373.106	COG1957	URH1	 - 	cl00226
Q#28 - >lcl|CP025268.1_prot_AUG14830.1_28 [locus_tag=CXP41_00140] [protein=non-specific ribonucleoside hydrolase RihC] [protein_id=AUG14830.1] [location=27294..28208] [gbkey=CDS]	superfamily	320835	1	301	1.92513e-130	373.106	cl00226	nuc_hydro superfamily	 - 	 - 
Q#29 - >lcl|CP025268.1_prot_AUG14831.1_29 [locus_tag=CXP41_00145] [protein=4-hydroxy-tetrahydrodipicolinate reductase] [protein_id=AUG14831.1] [location=28375..29196] [gbkey=CDS]	specific	223366	6	270	9.71009e-141	396.253	COG0289	DapB	 - 	cl27064
Q#29 - >lcl|CP025268.1_prot_AUG14831.1_29 [locus_tag=CXP41_00145] [protein=4-hydroxy-tetrahydrodipicolinate reductase] [protein_id=AUG14831.1] [location=28375..29196] [gbkey=CDS]	superfamily	331885	6	270	9.71009e-141	396.253	cl27064	DapB_C superfamily	 - 	 - 
Q#30 - >lcl|CP025268.1_prot_AUG14832.1_30 [locus_tag=CXP41_00150] [protein=carbamoyl-phosphate synthase small subunit] [protein_id=AUG14832.1] [location=29652..30800] [gbkey=CDS]	specific	223579	3	380	0	670.822	COG0505	CarA	 - 	cl26856
Q#30 - >lcl|CP025268.1_prot_AUG14832.1_30 [locus_tag=CXP41_00150] [protein=carbamoyl-phosphate synthase small subunit] [protein_id=AUG14832.1] [location=29652..30800] [gbkey=CDS]	superfamily	331677	3	380	0	670.822	cl26856	CarA superfamily	 - 	 - 
Q#31 - >lcl|CP025268.1_prot_AUG14833.1_31 [gene=carB] [locus_tag=CXP41_00155] [protein=carbamoyl-phosphate synthase large chain] [protein_id=AUG14833.1] [location=30818..34039] [gbkey=CDS]	specific	223534	13	408	0	667.1	COG0458	CarB	 - 	cl27719
Q#31 - >lcl|CP025268.1_prot_AUG14833.1_31 [gene=carB] [locus_tag=CXP41_00155] [protein=carbamoyl-phosphate synthase large chain] [protein_id=AUG14833.1] [location=30818..34039] [gbkey=CDS]	superfamily	332540	13	408	0	667.1	cl27719	Biotin_carb_N superfamily	 - 	 - 
Q#31 - >lcl|CP025268.1_prot_AUG14833.1_31 [gene=carB] [locus_tag=CXP41_00155] [protein=carbamoyl-phosphate synthase large chain] [protein_id=AUG14833.1] [location=30818..34039] [gbkey=CDS]	specific	223534	565	931	7.33749e-90	293.841	COG0458	CarB	 - 	cl27719
Q#31 - >lcl|CP025268.1_prot_AUG14833.1_31 [gene=carB] [locus_tag=CXP41_00155] [protein=carbamoyl-phosphate synthase large chain] [protein_id=AUG14833.1] [location=30818..34039] [gbkey=CDS]	superfamily	332540	565	931	7.33749e-90	293.841	cl27719	Biotin_carb_N superfamily	 - 	 - 
Q#31 - >lcl|CP025268.1_prot_AUG14833.1_31 [gene=carB] [locus_tag=CXP41_00155] [protein=carbamoyl-phosphate synthase large chain] [protein_id=AUG14833.1] [location=30818..34039] [gbkey=CDS]	non-specific	223216	944	1006	2.86458e-06	51.0973	COG0138	PurH	C	cl27492
Q#31 - >lcl|CP025268.1_prot_AUG14833.1_31 [gene=carB] [locus_tag=CXP41_00155] [protein=carbamoyl-phosphate synthase large chain] [protein_id=AUG14833.1] [location=30818..34039] [gbkey=CDS]	superfamily	332313	944	1006	2.86458e-06	51.0973	cl27492	AICARFT_IMPCHas superfamily	C	 - 
Q#34 - >lcl|CP025268.1_prot_AUG14836.1_34 [locus_tag=CXP41_00170] [protein=carnitine operon protein CaiE] [protein_id=AUG14836.1] [location=complement(34782..35372)] [gbkey=CDS]	specific	223735	1	175	8.85164e-78	230.167	COG0663	PaaY	 - 	cl28262
Q#34 - >lcl|CP025268.1_prot_AUG14836.1_34 [locus_tag=CXP41_00170] [protein=carnitine operon protein CaiE] [protein_id=AUG14836.1] [location=complement(34782..35372)] [gbkey=CDS]	superfamily	333082	1	175	8.85164e-78	230.167	cl28262	PaaY superfamily	 - 	 - 
Q#35 - >lcl|CP025268.1_prot_AUG14837.1_35 [locus_tag=CXP41_00175] [protein=carnitinyl-CoA dehydratase] [protein_id=AUG14837.1] [location=complement(35378..36163)] [gbkey=CDS]	specific	223955	1	258	1.73345e-73	224.587	COG1024	CaiD	 - 	cl23717
Q#35 - >lcl|CP025268.1_prot_AUG14837.1_35 [locus_tag=CXP41_00175] [protein=carnitinyl-CoA dehydratase] [protein_id=AUG14837.1] [location=complement(35378..36163)] [gbkey=CDS]	superfamily	329030	1	258	1.73345e-73	224.587	cl23717	crotonase-like superfamily	 - 	 - 
Q#36 - >lcl|CP025268.1_prot_AUG14838.1_36 [locus_tag=CXP41_00180] [protein=ATP-dependent acyl-CoA ligase] [protein_id=AUG14838.1] [location=complement(36272..37825)] [gbkey=CDS]	specific	223395	9	517	2.12987e-149	438.048	COG0318	CaiC	 - 	cl27678
Q#36 - >lcl|CP025268.1_prot_AUG14838.1_36 [locus_tag=CXP41_00180] [protein=ATP-dependent acyl-CoA ligase] [protein_id=AUG14838.1] [location=complement(36272..37825)] [gbkey=CDS]	superfamily	332499	9	517	2.12987e-149	438.048	cl27678	AMP-binding superfamily	 - 	 - 
Q#37 - >lcl|CP025268.1_prot_AUG14839.1_37 [locus_tag=CXP41_00185] [protein=L-carnitine CoA-transferase] [protein_id=AUG14839.1] [location=complement(37899..39116)] [gbkey=CDS]	specific	224717	5	399	3.84614e-132	384.743	COG1804	CaiB	 - 	cl19215
Q#37 - >lcl|CP025268.1_prot_AUG14839.1_37 [locus_tag=CXP41_00185] [protein=L-carnitine CoA-transferase] [protein_id=AUG14839.1] [location=complement(37899..39116)] [gbkey=CDS]	superfamily	327522	5	399	3.84614e-132	384.743	cl19215	CoA_transf_3 superfamily	 - 	 - 
Q#38 - >lcl|CP025268.1_prot_AUG14840.1_38 [locus_tag=CXP41_00190] [protein=crotonobetainyl-CoA dehydrogenase] [protein_id=AUG14840.1] [location=complement(39245..40387)] [gbkey=CDS]	specific	224871	1	380	2.11173e-103	310.203	COG1960	CaiA	 - 	cl25414
Q#38 - >lcl|CP025268.1_prot_AUG14840.1_38 [locus_tag=CXP41_00190] [protein=crotonobetainyl-CoA dehydrogenase] [protein_id=AUG14840.1] [location=complement(39245..40387)] [gbkey=CDS]	superfamily	330235	1	380	2.11173e-103	310.203	cl25414	Acyl-CoA_dh_M superfamily	 - 	 - 
Q#39 - >lcl|CP025268.1_prot_AUG14841.1_39 [locus_tag=CXP41_00195] [protein=L-carnitine/gamma-butyrobetaine antiporter] [protein_id=AUG14841.1] [location=complement(40418..41932)] [gbkey=CDS]	specific	224211	1	504	0	538.793	COG1292	BetT	 - 	cl00569
Q#39 - >lcl|CP025268.1_prot_AUG14841.1_39 [locus_tag=CXP41_00195] [protein=L-carnitine/gamma-butyrobetaine antiporter] [protein_id=AUG14841.1] [location=complement(40418..41932)] [gbkey=CDS]	superfamily	321047	1	504	0	538.793	cl00569	BCCT superfamily	 - 	 - 
Q#40 - >lcl|CP025268.1_prot_AUG14842.1_40 [locus_tag=CXP41_00200] [protein=protein FixA] [protein_id=AUG14842.1] [location=42404..43174] [gbkey=CDS]	specific	224997	1	254	4.90313e-85	254.117	COG2086	FixA	 - 	cl00292
Q#40 - >lcl|CP025268.1_prot_AUG14842.1_40 [locus_tag=CXP41_00200] [protein=protein FixA] [protein_id=AUG14842.1] [location=42404..43174] [gbkey=CDS]	superfamily	320882	1	254	4.90313e-85	254.117	cl00292	AANH_like superfamily	 - 	 - 
Q#41 - >lcl|CP025268.1_prot_AUG14843.1_41 [locus_tag=CXP41_00205] [protein=protein FixB] [protein_id=AUG14843.1] [location=43189..44130] [gbkey=CDS]	specific	224936	7	313	8.50474e-112	326.099	COG2025	FixB	 - 	cl27641
Q#41 - >lcl|CP025268.1_prot_AUG14843.1_41 [locus_tag=CXP41_00205] [protein=protein FixB] [protein_id=AUG14843.1] [location=43189..44130] [gbkey=CDS]	superfamily	332462	7	313	8.50474e-112	326.099	cl27641	ETF_alpha superfamily	 - 	 - 
Q#42 - >lcl|CP025268.1_prot_AUG14844.1_42 [locus_tag=CXP41_00210] [protein=FAD-dependent oxidoreductase] [protein_id=AUG14844.1] [location=44181..45467] [gbkey=CDS]	specific	223717	3	428	6.34326e-92	282.81	COG0644	FixC	 - 	cl27554
Q#42 - >lcl|CP025268.1_prot_AUG14844.1_42 [locus_tag=CXP41_00210] [protein=FAD-dependent oxidoreductase] [protein_id=AUG14844.1] [location=44181..45467] [gbkey=CDS]	superfamily	332375	3	428	6.34326e-92	282.81	cl27554	FixC superfamily	 - 	 - 
Q#43 - >lcl|CP025268.1_prot_AUG14845.1_43 [locus_tag=CXP41_00215] [protein=ferredoxin-like protein FixX] [protein_id=AUG14845.1] [location=45464..45751] [gbkey=CDS]	specific	225289	1	95	3.87295e-51	155.627	COG2440	FixX	 - 	cl19102
Q#43 - >lcl|CP025268.1_prot_AUG14845.1_43 [locus_tag=CXP41_00215] [protein=ferredoxin-like protein FixX] [protein_id=AUG14845.1] [location=45464..45751] [gbkey=CDS]	superfamily	327501	1	95	3.87295e-51	155.627	cl19102	Fer4_9 superfamily	 - 	 - 
Q#44 - >lcl|CP025268.1_prot_AUG14846.1_44 [locus_tag=CXP41_00220] [protein=MFS transporter] [protein_id=AUG14846.1] [location=45808..47139] [gbkey=CDS]	non-specific	225180	38	416	5.46477e-13	70.3769	COG2271	UhpC	 - 	cl27298
Q#44 - >lcl|CP025268.1_prot_AUG14846.1_44 [locus_tag=CXP41_00220] [protein=MFS transporter] [protein_id=AUG14846.1] [location=45808..47139] [gbkey=CDS]	superfamily	332119	38	416	5.46477e-13	70.3769	cl27298	UhpC superfamily	 - 	 - 
Q#45 - >lcl|CP025268.1_prot_AUG14847.1_45 [locus_tag=CXP41_00225] [protein=glutathione-regulated potassium-efflux system ancillary protein KefF] [protein_id=AUG14847.1] [location=47247..47777] [gbkey=CDS]	specific	225158	1	171	1.8792e-61	188.271	COG2249	MdaB	 - 	cl00438
Q#45 - >lcl|CP025268.1_prot_AUG14847.1_45 [locus_tag=CXP41_00225] [protein=glutathione-regulated potassium-efflux system ancillary protein KefF] [protein_id=AUG14847.1] [location=47247..47777] [gbkey=CDS]	superfamily	320973	1	171	1.8792e-61	188.271	cl00438	FMN_red superfamily	 - 	 - 
Q#46 - >lcl|CP025268.1_prot_AUG14848.1_46 [locus_tag=CXP41_00230] [protein=glutathione-regulated potassium-efflux system protein KefC] [protein_id=AUG14848.1] [location=47770..49632] [gbkey=CDS]	specific	223551	1	395	4.22609e-97	302.622	COG0475	KefB	 - 	cl01133
Q#46 - >lcl|CP025268.1_prot_AUG14848.1_46 [locus_tag=CXP41_00230] [protein=glutathione-regulated potassium-efflux system protein KefC] [protein_id=AUG14848.1] [location=47770..49632] [gbkey=CDS]	superfamily	321362	1	395	4.22609e-97	302.622	cl01133	Na_H_Exchanger superfamily	 - 	 - 
Q#46 - >lcl|CP025268.1_prot_AUG14848.1_46 [locus_tag=CXP41_00230] [protein=glutathione-regulated potassium-efflux system protein KefC] [protein_id=AUG14848.1] [location=47770..49632] [gbkey=CDS]	specific	224147	387	589	7.10409e-30	117.129	COG1226	Kch	 - 	cl27464
Q#46 - >lcl|CP025268.1_prot_AUG14848.1_46 [locus_tag=CXP41_00230] [protein=glutathione-regulated potassium-efflux system protein KefC] [protein_id=AUG14848.1] [location=47770..49632] [gbkey=CDS]	superfamily	332285	387	589	7.10409e-30	117.129	cl27464	TrkA superfamily	 - 	 - 
Q#47 - >lcl|CP025268.1_prot_AUG14849.1_47 [locus_tag=CXP41_00235] [protein=type 3 dihydrofolate reductase] [protein_id=AUG14849.1] [location=49824..50303] [gbkey=CDS]	specific	223340	1	159	3.91617e-62	188.689	COG0262	FolA	 - 	cl17279
Q#47 - >lcl|CP025268.1_prot_AUG14849.1_47 [locus_tag=CXP41_00235] [protein=type 3 dihydrofolate reductase] [protein_id=AUG14849.1] [location=49824..50303] [gbkey=CDS]	superfamily	327411	1	159	3.91617e-62	188.689	cl17279	DHFR superfamily	 - 	 - 
Q#48 - >lcl|CP025268.1_prot_AUG14850.1_48 [gene=apaH] [locus_tag=CXP41_00240] [protein=diadenosine tetraphosphatase] [protein_id=AUG14850.1] [location=complement(50381..51223)] [gbkey=CDS]	specific	223712	69	263	3.03857e-15	71.2251	COG0639	ApaH	 - 	cl13995
Q#48 - >lcl|CP025268.1_prot_AUG14850.1_48 [gene=apaH] [locus_tag=CXP41_00240] [protein=diadenosine tetraphosphatase] [protein_id=AUG14850.1] [location=complement(50381..51223)] [gbkey=CDS]	superfamily	326311	69	263	3.03857e-15	71.2251	cl13995	MPP_superfamily superfamily	 - 	 - 
Q#49 - >lcl|CP025268.1_prot_AUG14851.1_49 [locus_tag=CXP41_00245] [protein=Co2+/Mg2+ efflux protein ApaG] [protein_id=AUG14851.1] [location=complement(51230..51607)] [gbkey=CDS]	specific	225515	1	125	2.58889e-76	221.432	COG2967	ApaG	 - 	cl01119
Q#49 - >lcl|CP025268.1_prot_AUG14851.1_49 [locus_tag=CXP41_00245] [protein=Co2+/Mg2+ efflux protein ApaG] [protein_id=AUG14851.1] [location=complement(51230..51607)] [gbkey=CDS]	superfamily	321352	1	125	2.58889e-76	221.432	cl01119	DUF525 superfamily	 - 	 - 
Q#50 - >lcl|CP025268.1_prot_AUG14852.1_50 [gene=ksgA] [locus_tag=CXP41_00250] [protein=ribosomal RNA small subunit methyltransferase A] [protein_id=AUG14852.1] [location=complement(51610..52431)] [gbkey=CDS]	specific	223109	11	269	1.13913e-133	378.101	COG0030	RsmA	 - 	cl17173
Q#50 - >lcl|CP025268.1_prot_AUG14852.1_50 [gene=ksgA] [locus_tag=CXP41_00250] [protein=ribosomal RNA small subunit methyltransferase A] [protein_id=AUG14852.1] [location=complement(51610..52431)] [gbkey=CDS]	superfamily	327401	11	269	1.13913e-133	378.101	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#51 - >lcl|CP025268.1_prot_AUG14853.1_51 [gene=pdxA] [locus_tag=CXP41_00255] [protein=4-hydroxythreonine-4-phosphate dehydrogenase] [protein_id=AUG14853.1] [location=complement(52428..53417)] [gbkey=CDS]	specific	224906	3	329	1.59253e-180	501.786	COG1995	PdxA	 - 	cl00873
Q#51 - >lcl|CP025268.1_prot_AUG14853.1_51 [gene=pdxA] [locus_tag=CXP41_00255] [protein=4-hydroxythreonine-4-phosphate dehydrogenase] [protein_id=AUG14853.1] [location=complement(52428..53417)] [gbkey=CDS]	superfamily	321223	3	329	1.59253e-180	501.786	cl00873	PdxA superfamily	 - 	 - 
Q#52 - >lcl|CP025268.1_prot_AUG14854.1_52 [locus_tag=CXP41_00260] [protein=chaperone SurA] [protein_id=AUG14854.1] [location=complement(53417..54703)] [gbkey=CDS]	specific	223831	1	340	5.41626e-29	115.564	COG0760	SurA	 - 	cl26124
