#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-11AEF88A96960C7B-23BE53A1EFA489F6
#datatype	hitsStandard Results
#status	0
#Start time	2018-02-20T15:25:27	Run time	0:00:11:40
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#16 - >lcl|CP000245.1_prot_AEG91075.1_16 [gene=ygjT] [locus_tag=Rta_00150] [protein=candidate membrane protein] [protein_id=AEG91075.1] [location=24177..25184] [gbkey=CDS]	superfamily	324589	92	305	2.61609e-52	172.779	cl10468	TerC superfamily	 - 	 - 
Q#17 - >lcl|CP000245.1_prot_AEG91076.1_17 [locus_tag=Rta_00160] [protein=candidate membrane protein] [protein_id=AEG91076.1] [location=25232..25825] [gbkey=CDS]	non-specific	226579	1	197	8.32181e-37	127.256	COG4094	COG4094	 - 	cl17713
Q#17 - >lcl|CP000245.1_prot_AEG91076.1_17 [locus_tag=Rta_00160] [protein=candidate membrane protein] [protein_id=AEG91076.1] [location=25232..25825] [gbkey=CDS]	superfamily	327429	1	197	8.32181e-37	127.256	cl17713	NnrU superfamily	 - 	 - 
Q#18 - >lcl|CP000245.1_prot_AEG91077.1_18 [locus_tag=Rta_00170] [protein=conserved hypothetical protein] [protein_id=AEG91077.1] [location=25827..26159] [gbkey=CDS]	non-specific	224583	9	109	1.38027e-18	73.8443	COG1669	COG1669	 - 	cl11966
Q#18 - >lcl|CP000245.1_prot_AEG91077.1_18 [locus_tag=Rta_00170] [protein=conserved hypothetical protein] [protein_id=AEG91077.1] [location=25827..26159] [gbkey=CDS]	superfamily	325146	9	109	1.38027e-18	73.8443	cl11966	NT_Pol-beta-like superfamily	 - 	 - 
Q#19 - >lcl|CP000245.1_prot_AEG91078.1_19 [locus_tag=Rta_00180] [protein=conserved Hypothetical protein] [protein_id=AEG91078.1] [location=26149..26490] [gbkey=CDS]	non-specific	225236	1	111	9.31242e-24	87.4287	COG2361	COG2361	 - 	cl01031
Q#19 - >lcl|CP000245.1_prot_AEG91078.1_19 [locus_tag=Rta_00180] [protein=conserved Hypothetical protein] [protein_id=AEG91078.1] [location=26149..26490] [gbkey=CDS]	superfamily	321310	1	111	9.31242e-24	87.4287	cl01031	DUF86 superfamily	 - 	 - 
Q#20 - >lcl|CP000245.1_prot_AEG91079.1_20 [locus_tag=Rta_00190] [protein=Candidate transporter] [protein_id=AEG91079.1] [location=26651..27799] [gbkey=CDS]	specific	225371	53	374	6.80608e-09	56.8532	COG2814	AraJ	 - 	cl26865
Q#20 - >lcl|CP000245.1_prot_AEG91079.1_20 [locus_tag=Rta_00190] [protein=Candidate transporter] [protein_id=AEG91079.1] [location=26651..27799] [gbkey=CDS]	superfamily	331686	53	374	6.80608e-09	56.8532	cl26865	MFS_1 superfamily	 - 	 - 
Q#22 - >lcl|CP000245.1_prot_AEG91081.1_22 [locus_tag=Rta_00210] [protein=taurine dioxygenase-like protein] [protein_id=AEG91081.1] [location=complement(28347..29171)] [gbkey=CDS]	specific	225086	2	273	1.79165e-74	228.796	COG2175	TauD	 - 	cl26676
Q#22 - >lcl|CP000245.1_prot_AEG91081.1_22 [locus_tag=Rta_00210] [protein=taurine dioxygenase-like protein] [protein_id=AEG91081.1] [location=complement(28347..29171)] [gbkey=CDS]	superfamily	331497	2	273	1.79165e-74	228.796	cl26676	TauD superfamily	 - 	 - 
Q#23 - >lcl|CP000245.1_prot_AEG91082.1_23 [gene=tctC] [locus_tag=Rta_00220] [protein=Candidate extracytoplasmic binding receptor] [protein_id=AEG91082.1] [location=complement(29219..30196)] [gbkey=CDS]	specific	225722	26	321	4.41686e-93	279.192	COG3181	TctC	 - 	cl25412
Q#23 - >lcl|CP000245.1_prot_AEG91082.1_23 [gene=tctC] [locus_tag=Rta_00220] [protein=Candidate extracytoplasmic binding receptor] [protein_id=AEG91082.1] [location=complement(29219..30196)] [gbkey=CDS]	superfamily	330233	26	321	4.41686e-93	279.192	cl25412	PBP2_LTTR_substrate superfamily	 - 	 - 
Q#24 - >lcl|CP000245.1_prot_AEG91083.1_24 [gene=yagT] [locus_tag=Rta_00230] [protein=Candidate xanthine dehydrogenase yagT iron-sulfur binding subunit] [protein_id=AEG91083.1] [location=30340..30921] [gbkey=CDS]	specific	224991	31	181	1.20372e-62	190.9	COG2080	CoxS	 - 	cl27495
Q#24 - >lcl|CP000245.1_prot_AEG91083.1_24 [gene=yagT] [locus_tag=Rta_00230] [protein=Candidate xanthine dehydrogenase yagT iron-sulfur binding subunit] [protein_id=AEG91083.1] [location=30340..30921] [gbkey=CDS]	superfamily	332316	31	181	1.20372e-62	190.9	cl27495	Fer2_2 superfamily	 - 	 - 
Q#25 - >lcl|CP000245.1_prot_AEG91084.1_25 [locus_tag=Rta_00240] [protein=4-hydroxybenzoyl-CoA reductase-like protein] [protein_id=AEG91084.1] [location=30918..31976] [gbkey=CDS]	specific	224238	1	339	2.45361e-66	210.62	COG1319	CoxM	 - 	cl27271
Q#25 - >lcl|CP000245.1_prot_AEG91084.1_25 [locus_tag=Rta_00240] [protein=4-hydroxybenzoyl-CoA reductase-like protein] [protein_id=AEG91084.1] [location=30918..31976] [gbkey=CDS]	superfamily	332092	1	339	2.45361e-66	210.62	cl27271	CO_deh_flav_C superfamily	 - 	 - 
Q#26 - >lcl|CP000245.1_prot_AEG91085.1_26 [locus_tag=Rta_00250] [protein=xanthine dehydrogenase-like protein] [protein_id=AEG91085.1] [location=31973..34360] [gbkey=CDS]	specific	224446	29	772	1.04609e-175	522.67	COG1529	CoxL	 - 	cl27380
Q#26 - >lcl|CP000245.1_prot_AEG91085.1_26 [locus_tag=Rta_00250] [protein=xanthine dehydrogenase-like protein] [protein_id=AEG91085.1] [location=31973..34360] [gbkey=CDS]	superfamily	332201	29	772	1.04609e-175	522.67	cl27380	Ald_Xan_dh_C2 superfamily	 - 	 - 
Q#28 - >lcl|CP000245.1_prot_AEG91087.1_28 [locus_tag=Rta_00270] [protein=candidate histidine kinase, hybrid] [protein_id=AEG91087.1] [location=complement(34780..36822)] [gbkey=CDS]	specific	223715	298	544	2.39673e-44	161.845	COG0642	BaeS	N	cl27674
Q#28 - >lcl|CP000245.1_prot_AEG91087.1_28 [locus_tag=Rta_00270] [protein=candidate histidine kinase, hybrid] [protein_id=AEG91087.1] [location=complement(34780..36822)] [gbkey=CDS]	superfamily	332495	298	544	2.39673e-44	161.845	cl27674	BaeS superfamily	N	 - 
Q#28 - >lcl|CP000245.1_prot_AEG91087.1_28 [locus_tag=Rta_00270] [protein=candidate histidine kinase, hybrid] [protein_id=AEG91087.1] [location=complement(34780..36822)] [gbkey=CDS]	specific	223855	554	675	9.37799e-21	88.3632	COG0784	CheY	 - 	cl19078
Q#28 - >lcl|CP000245.1_prot_AEG91087.1_28 [locus_tag=Rta_00270] [protein=candidate histidine kinase, hybrid] [protein_id=AEG91087.1] [location=complement(34780..36822)] [gbkey=CDS]	superfamily	327498	554	675	9.37799e-21	88.3632	cl19078	REC superfamily	 - 	 - 
Q#28 - >lcl|CP000245.1_prot_AEG91087.1_28 [locus_tag=Rta_00270] [protein=candidate histidine kinase, hybrid] [protein_id=AEG91087.1] [location=complement(34780..36822)] [gbkey=CDS]	specific	225112	129	303	2.38154e-09	57.9368	COG2202	PAS	N	cl25988
Q#28 - >lcl|CP000245.1_prot_AEG91087.1_28 [locus_tag=Rta_00270] [protein=candidate histidine kinase, hybrid] [protein_id=AEG91087.1] [location=complement(34780..36822)] [gbkey=CDS]	superfamily	330809	129	303	2.38154e-09	57.9368	cl25988	PAS superfamily	N	 - 
Q#30 - >lcl|CP000245.1_prot_AEG91089.1_30 [locus_tag=Rta_00290] [protein=Conserved hypothetical protein] [protein_id=AEG91089.1] [location=37445..38263] [gbkey=CDS]	non-specific	223377	5	258	3.78353e-59	188.61	COG0300	DltE	 - 	cl27753
Q#30 - >lcl|CP000245.1_prot_AEG91089.1_30 [locus_tag=Rta_00290] [protein=Conserved hypothetical protein] [protein_id=AEG91089.1] [location=37445..38263] [gbkey=CDS]	superfamily	332574	5	258	3.78353e-59	188.61	cl27753	adh_short superfamily	 - 	 - 
Q#31 - >lcl|CP000245.1_prot_AEG91090.1_31 [locus_tag=Rta_00300] [protein=dehydrogenase/reductase oxidoreductase protein-like protein] [protein_id=AEG91090.1] [location=38419..39270] [gbkey=CDS]	non-specific	223377	10	259	2.64566e-62	197.085	COG0300	DltE	 - 	cl27753
Q#31 - >lcl|CP000245.1_prot_AEG91090.1_31 [locus_tag=Rta_00300] [protein=dehydrogenase/reductase oxidoreductase protein-like protein] [protein_id=AEG91090.1] [location=38419..39270] [gbkey=CDS]	superfamily	332574	10	259	2.64566e-62	197.085	cl27753	adh_short superfamily	 - 	 - 
Q#34 - >lcl|CP000245.1_prot_AEG91093.1_34 [locus_tag=Rta_00330] [protein=Hypothetical protein] [protein_id=AEG91093.1] [location=complement(40631..41095)] [gbkey=CDS]	non-specific	226353	1	152	1.106e-08	50.5489	COG3832	YndB	 - 	cl14643
Q#34 - >lcl|CP000245.1_prot_AEG91093.1_34 [locus_tag=Rta_00330] [protein=Hypothetical protein] [protein_id=AEG91093.1] [location=complement(40631..41095)] [gbkey=CDS]	superfamily	326336	1	152	1.106e-08	50.5489	cl14643	SRPBCC superfamily	 - 	 - 
Q#35 - >lcl|CP000245.1_prot_AEG91094.1_35 [gene=minE] [locus_tag=Rta_00340] [protein=Candidate septum formation topological specificity factor] [protein_id=AEG91094.1] [location=complement(41158..41421)] [gbkey=CDS]	specific	223920	3	87	8.76189e-31	103.523	COG0851	MinE	 - 	cl00538
Q#35 - >lcl|CP000245.1_prot_AEG91094.1_35 [gene=minE] [locus_tag=Rta_00340] [protein=Candidate septum formation topological specificity factor] [protein_id=AEG91094.1] [location=complement(41158..41421)] [gbkey=CDS]	superfamily	321030	3	87	8.76189e-31	103.523	cl00538	MinE superfamily	 - 	 - 
Q#36 - >lcl|CP000245.1_prot_AEG91095.1_36 [gene=minD] [locus_tag=Rta_00350] [protein=Candidate septum formation inhibitor-activating ATPase] [protein_id=AEG91095.1] [location=complement(41425..42240)] [gbkey=CDS]	specific	225447	1	271	2.6797e-164	455.928	COG2894	MinD	 - 	cl27521
Q#36 - >lcl|CP000245.1_prot_AEG91095.1_36 [gene=minD] [locus_tag=Rta_00350] [protein=Candidate septum formation inhibitor-activating ATPase] [protein_id=AEG91095.1] [location=complement(41425..42240)] [gbkey=CDS]	superfamily	332342	1	271	2.6797e-164	455.928	cl27521	CbiA superfamily	 - 	 - 
Q#37 - >lcl|CP000245.1_prot_AEG91096.1_37 [gene=minC] [locus_tag=Rta_00360] [protein=Candidate septum formation inhibitor] [protein_id=AEG91096.1] [location=complement(42264..43040)] [gbkey=CDS]	specific	223919	13	257	6.73258e-51	165.571	COG0850	MinC	 - 	cl27966
Q#37 - >lcl|CP000245.1_prot_AEG91096.1_37 [gene=minC] [locus_tag=Rta_00360] [protein=Candidate septum formation inhibitor] [protein_id=AEG91096.1] [location=complement(42264..43040)] [gbkey=CDS]	superfamily	332787	13	257	6.73258e-51	165.571	cl27966	MinC superfamily	 - 	 - 
Q#39 - >lcl|CP000245.1_prot_AEG91098.1_39 [locus_tag=Rta_00380] [protein=uracil-DNA glycosylase protein-like protein] [protein_id=AEG91098.1] [location=complement(43773..45236)] [gbkey=CDS]	specific	224489	295	481	3.47014e-47	161.783	COG1573	Udg4	 - 	cl00483
Q#39 - >lcl|CP000245.1_prot_AEG91098.1_39 [locus_tag=Rta_00380] [protein=uracil-DNA glycosylase protein-like protein] [protein_id=AEG91098.1] [location=complement(43773..45236)] [gbkey=CDS]	superfamily	320999	295	481	3.47014e-47	161.783	cl00483	UDG_like superfamily	 - 	 - 
Q#40 - >lcl|CP000245.1_prot_AEG91099.1_40 [locus_tag=Rta_00390] [protein=Conserved hypothetical protein] [protein_id=AEG91099.1] [location=complement(45250..46515)] [gbkey=CDS]	non-specific	226727	1	421	0	515.891	COG4277	COG4277	 - 	cl28529
Q#40 - >lcl|CP000245.1_prot_AEG91099.1_40 [locus_tag=Rta_00390] [protein=Conserved hypothetical protein] [protein_id=AEG91099.1] [location=complement(45250..46515)] [gbkey=CDS]	superfamily	333349	1	421	0	515.891	cl28529	COG4277 superfamily	 - 	 - 
Q#42 - >lcl|CP000245.1_prot_AEG91101.1_42 [locus_tag=Rta_00410] [protein=candidate membrane protein] [protein_id=AEG91101.1] [location=complement(46993..48021)] [gbkey=CDS]	specific	223469	35	335	1.02601e-29	115.573	COG0392	AglD2	 - 	cl04219
Q#42 - >lcl|CP000245.1_prot_AEG91101.1_42 [locus_tag=Rta_00410] [protein=candidate membrane protein] [protein_id=AEG91101.1] [location=complement(46993..48021)] [gbkey=CDS]	superfamily	322570	35	335	1.02601e-29	115.573	cl04219	LPG_synthase_TM superfamily	 - 	 - 
Q#43 - >lcl|CP000245.1_prot_AEG91102.1_43 [gene=ybhO] [locus_tag=Rta_00420] [protein=CL synthase] [protein_id=AEG91102.1] [location=complement(48021..49331)] [gbkey=CDS]	specific	224419	27	377	2.89722e-72	233.593	COG1502	Cls	 - 	cl26258
Q#43 - >lcl|CP000245.1_prot_AEG91102.1_43 [gene=ybhO] [locus_tag=Rta_00420] [protein=CL synthase] [protein_id=AEG91102.1] [location=complement(48021..49331)] [gbkey=CDS]	superfamily	331079	27	377	2.89722e-72	233.593	cl26258	PLDc_2 superfamily	 - 	 - 
Q#44 - >lcl|CP000245.1_prot_AEG91103.1_44 [locus_tag=Rta_00430] [protein=Hypothetical protein] [protein_id=AEG91103.1] [location=complement(49328..50098)] [gbkey=CDS]	specific	226098	14	256	3.65226e-69	213.416	COG3568	ElsH	 - 	cl00490
Q#44 - >lcl|CP000245.1_prot_AEG91103.1_44 [locus_tag=Rta_00430] [protein=Hypothetical protein] [protein_id=AEG91103.1] [location=complement(49328..50098)] [gbkey=CDS]	superfamily	321002	14	256	3.65226e-69	213.416	cl00490	EEP superfamily	 - 	 - 
Q#46 - >lcl|CP000245.1_prot_AEG91105.1_46 [locus_tag=Rta_00450] [protein=Hypothetical protein] [protein_id=AEG91105.1] [location=complement(50981..52054)] [gbkey=CDS]	specific	223728	151	286	4.26988e-16	76.0007	COG0655	WrbA	 - 	cl00438
Q#46 - >lcl|CP000245.1_prot_AEG91105.1_46 [locus_tag=Rta_00450] [protein=Hypothetical protein] [protein_id=AEG91105.1] [location=complement(50981..52054)] [gbkey=CDS]	superfamily	320973	151	286	4.26988e-16	76.0007	cl00438	FMN_red superfamily	 - 	 - 
Q#48 - >lcl|CP000245.1_prot_AEG91107.1_48 [locus_tag=Rta_00470] [protein=Conserved hypothetical protein] [protein_id=AEG91107.1] [location=52882..53289] [gbkey=CDS]	non-specific	224298	19	126	1.75223e-11	57.2375	COG1380	YohJ	 - 	cl00608
Q#48 - >lcl|CP000245.1_prot_AEG91107.1_48 [locus_tag=Rta_00470] [protein=Conserved hypothetical protein] [protein_id=AEG91107.1] [location=52882..53289] [gbkey=CDS]	superfamily	321068	19	126	1.75223e-11	57.2375	cl00608	LrgA superfamily	 - 	 - 
Q#49 - >lcl|CP000245.1_prot_AEG91108.1_49 [locus_tag=Rta_00480] [protein=candidate membrane protein] [protein_id=AEG91108.1] [location=53273..54001] [gbkey=CDS]	non-specific	224265	10	241	1.58182e-57	182.386	COG1346	LrgB	 - 	cl00596
Q#49 - >lcl|CP000245.1_prot_AEG91108.1_49 [locus_tag=Rta_00480] [protein=candidate membrane protein] [protein_id=AEG91108.1] [location=53273..54001] [gbkey=CDS]	superfamily	321059	10	241	1.58182e-57	182.386	cl00596	LrgB superfamily	 - 	 - 
Q#53 - >lcl|CP000245.1_prot_AEG91112.1_53 [locus_tag=Rta_00520] [protein=Conserved hypothetical protein] [protein_id=AEG91112.1] [location=complement(55452..56426)] [gbkey=CDS]	specific	224655	42	324	1.57129e-89	268.79	COG1741	YhaK	 - 	cl27003
Q#53 - >lcl|CP000245.1_prot_AEG91112.1_53 [locus_tag=Rta_00520] [protein=Conserved hypothetical protein] [protein_id=AEG91112.1] [location=complement(55452..56426)] [gbkey=CDS]	superfamily	331824	42	324	1.57129e-89	268.79	cl27003	Pirin_C superfamily	 - 	 - 
Q#54 - >lcl|CP000245.1_prot_AEG91113.1_54 [locus_tag=Rta_00530] [protein=monofunctional peptidoglycan glycosyltransferase, Glycosyltransferase Family 51-like protein] [protein_id=AEG91113.1] [location=complement(56743..58020)] [gbkey=CDS]	non-specific	223815	238	366	1.3927e-34	135.563	COG0744	MrcB	C	cl27629
Q#54 - >lcl|CP000245.1_prot_AEG91113.1_54 [locus_tag=Rta_00530] [protein=monofunctional peptidoglycan glycosyltransferase, Glycosyltransferase Family 51-like protein] [protein_id=AEG91113.1] [location=complement(56743..58020)] [gbkey=CDS]	superfamily	332450	238	366	1.3927e-34	135.563	cl27629	Transgly superfamily	C	 - 
Q#57 - >lcl|CP000245.1_prot_AEG91116.1_57 [locus_tag=Rta_00560] [protein=Hypothetical protein] [protein_id=AEG91116.1] [location=complement(59414..61516)] [gbkey=CDS]	specific	225187	318	559	1.03364e-15	79.6105	COG2304	YfbK	C	cl26401
Q#57 - >lcl|CP000245.1_prot_AEG91116.1_57 [locus_tag=Rta_00560] [protein=Hypothetical protein] [protein_id=AEG91116.1] [location=complement(59414..61516)] [gbkey=CDS]	superfamily	331222	318	559	1.03364e-15	79.6105	cl26401	DUF3520 superfamily	C	 - 
Q#58 - >lcl|CP000245.1_prot_AEG91117.1_58 [locus_tag=Rta_00570] [protein=Candidate non-heme chloroperoxidase (Chloride peroxidase)] [protein_id=AEG91117.1] [location=61690..62514] [gbkey=CDS]	specific	223669	12	274	3.3349e-35	127.437	COG0596	MhpC	 - 	cl26327
Q#58 - >lcl|CP000245.1_prot_AEG91117.1_58 [locus_tag=Rta_00570] [protein=Candidate non-heme chloroperoxidase (Chloride peroxidase)] [protein_id=AEG91117.1] [location=61690..62514] [gbkey=CDS]	superfamily	331148	12	274	3.3349e-35	127.437	cl26327	Abhydrolase_1 superfamily	 - 	 - 
Q#59 - >lcl|CP000245.1_prot_AEG91118.1_59 [locus_tag=Rta_00580] [protein=transcriptional regulator, AraC family-like protein] [protein_id=AEG91118.1] [location=complement(62528..63379)] [gbkey=CDS]	specific	225117	173	281	9.50807e-28	103.792	COG2207	AraC	 - 	cl26291
Q#59 - >lcl|CP000245.1_prot_AEG91118.1_59 [locus_tag=Rta_00580] [protein=transcriptional regulator, AraC family-like protein] [protein_id=AEG91118.1] [location=complement(62528..63379)] [gbkey=CDS]	superfamily	331112	173	281	9.50807e-28	103.792	cl26291	HTH_18 superfamily	 - 	 - 
Q#60 - >lcl|CP000245.1_prot_AEG91119.1_60 [locus_tag=Rta_00590] [protein=Conserved hypothetical protein] [protein_id=AEG91119.1] [location=63439..63795] [gbkey=CDS]	specific	223734	25	108	3.34952e-16	68.5669	COG0662	ManC	N	cl21464
Q#60 - >lcl|CP000245.1_prot_AEG91119.1_60 [locus_tag=Rta_00590] [protein=Conserved hypothetical protein] [protein_id=AEG91119.1] [location=63439..63795] [gbkey=CDS]	superfamily	328732	25	108	3.34952e-16	68.5669	cl21464	cupin_like superfamily	N	 - 
Q#61 - >lcl|CP000245.1_prot_AEG91120.1_61 [locus_tag=Rta_00600] [protein=candidate histidine kinase, classic] [protein_id=AEG91120.1] [location=complement(63805..65256)] [gbkey=CDS]	specific	223715	154	464	6.42156e-47	165.312	COG0642	BaeS	 - 	cl27674
Q#61 - >lcl|CP000245.1_prot_AEG91120.1_61 [locus_tag=Rta_00600] [protein=candidate histidine kinase, classic] [protein_id=AEG91120.1] [location=complement(63805..65256)] [gbkey=CDS]	superfamily	332495	154	464	6.42156e-47	165.312	cl27674	BaeS superfamily	 - 	 - 
Q#62 - >lcl|CP000245.1_prot_AEG91121.1_62 [locus_tag=Rta_00610] [protein=candidate response regulator, OmpR] [protein_id=AEG91121.1] [location=complement(65262..65990)] [gbkey=CDS]	specific	223816	6	235	7.50491e-73	221.402	COG0745	OmpR	 - 	cl26036
Q#62 - >lcl|CP000245.1_prot_AEG91121.1_62 [locus_tag=Rta_00610] [protein=candidate response regulator, OmpR] [protein_id=AEG91121.1] [location=complement(65262..65990)] [gbkey=CDS]	superfamily	330857	6	235	7.50491e-73	221.402	cl26036	YesN superfamily	 - 	 - 
Q#63 - >lcl|CP000245.1_prot_AEG91122.1_63 [locus_tag=Rta_00620] [protein=Candidate flavoprotein NADH-dependent oxidoreductase] [protein_id=AEG91122.1] [location=complement(66024..67133)] [gbkey=CDS]	specific	224814	1	366	1.22756e-129	375.816	COG1902	FadH	 - 	cl21457
Q#63 - >lcl|CP000245.1_prot_AEG91122.1_63 [locus_tag=Rta_00620] [protein=Candidate flavoprotein NADH-dependent oxidoreductase] [protein_id=AEG91122.1] [location=complement(66024..67133)] [gbkey=CDS]	superfamily	328726	1	366	1.22756e-129	375.816	cl21457	ICL_KPHMT superfamily	 - 	 - 
Q#64 - >lcl|CP000245.1_prot_AEG91123.1_64 [locus_tag=Rta_00630] [protein=Candidate transporter] [protein_id=AEG91123.1] [location=67298..68485] [gbkey=CDS]	specific	225371	20	394	2.73135e-05	45.6825	COG2814	AraJ	 - 	cl26865
